RDA element,Toolkit URL (English)
rdae:P20307,https://access.rdatoolkit.org/en-US_ala-3d954f23-2c9b-3703-99ec-208e1c44a46d
rdaa:P50440,https://access.rdatoolkit.org/en-US_ala-3d9bbd2c-b49b-3cfd-b756-08941a104957
rdae:P20491,https://access.rdatoolkit.org/en-US_ala-3dad09d7-fbcf-3e45-903c-98c975b876eb
rdam:P30012,https://access.rdatoolkit.org/en-US_ala-3dbd5b02-c467-3f3e-80e3-9bf3221a9dbf
rdaa:P50908,https://access.rdatoolkit.org/en-US_ala-3dd4030d-9396-359e-9d83-0e86c054ffe4
rdaa:P50425,https://access.rdatoolkit.org/en-US_ala-3dd6bc1e-cff2-32d2-bc49-ddbef26e1700
rdaw:P10402,https://access.rdatoolkit.org/en-US_ala-3decef2d-b430-3210-9e6d-c66fbe8e514d
rdaw:P10150,https://access.rdatoolkit.org/en-US_ala-3dfc3de8-a871-312a-9d18-27c19ac44eee
rdaw:P10346,https://access.rdatoolkit.org/en-US_ala-3e17d036-1357-3d95-9fb8-068fa1eec9d3
rdaw:P10416,https://access.rdatoolkit.org/en-US_ala-3e38ee63-5acc-30f8-b15e-3c350376a43a
rdaa:P50185,https://access.rdatoolkit.org/en-US_ala-3e562366-8324-3aa0-a994-bbd939af7af7
rdam:P30013,https://access.rdatoolkit.org/en-US_ala-3e5f17dd-9943-3404-8410-7170fe0e6e89
rdaw:P10433,https://access.rdatoolkit.org/en-US_ala-3e7484ca-4cd8-33be-84d8-2e518d407bb9
rdat:P70042,https://access.rdatoolkit.org/en-US_ala-3ea59aa7-d447-3deb-aa4d-c22107288286
rdaw:P10314,https://access.rdatoolkit.org/en-US_ala-3ea5f727-db0f-381d-b2cc-cccd165ae0f4
rdaw:P10555,https://access.rdatoolkit.org/en-US_ala-3ea6bf2d-0d25-3195-b135-4a250b459ddb
rdae:P20215,https://access.rdatoolkit.org/en-US_ala-3ea9cae0-344b-3015-a678-d57f5e4bfd50
rdaa:P50920,https://access.rdatoolkit.org/en-US_ala-3ebcb428-fcf0-36b0-a0de-a9f1f4b4c08f
rdam:P30271,https://access.rdatoolkit.org/en-US_ala-3eceaaca-1bf6-31d4-b2df-deb71984025f
rdaa:P50395,https://access.rdatoolkit.org/en-US_ala-3eef2d8c-e99d-3165-8118-cdaf915a8d55
rdaa:P51042,https://access.rdatoolkit.org/en-US_ala-3f1211f7-7b98-3ac8-9fcb-ba6e0f6a1648
rdaa:P50936,https://access.rdatoolkit.org/en-US_ala-3f2c0904-2c59-3948-84fa-21a44db407ea
rdam:P30133,https://access.rdatoolkit.org/en-US_ala-3f4a6575-8253-3866-a8f6-ce255dcb094c
rdan:P80101,https://access.rdatoolkit.org/en-US_ala-3f61f4dc-586b-355c-b4a6-28d9961d3152
rdaa:P50243,https://access.rdatoolkit.org/en-US_ala-3f64245b-a78c-39f2-bb12-427851b06da9
rdan:P80039,https://access.rdatoolkit.org/en-US_ala-3f675659-2b0a-3c58-8d7d-abc01709b554
rdaw:P10407,https://access.rdatoolkit.org/en-US_ala-3f7607a3-53e7-3673-9064-2652f3c9529e
rdae:P20481,https://access.rdatoolkit.org/en-US_ala-3f774db1-c88f-3a73-b738-9bcd5b26eae7
rdaa:P50099,https://access.rdatoolkit.org/en-US_ala-3f8c23c7-3733-368a-9ce5-9bdbcaa3a310
rdat:P70027,https://access.rdatoolkit.org/en-US_ala-3f997292-d485-310e-9647-41235d8fd059
rdaa:P51031,https://access.rdatoolkit.org/en-US_ala-3fab7811-e63e-3239-b1a2-3861e07d2414
rdam:P30338,https://access.rdatoolkit.org/en-US_ala-3fafc54a-f2e7-364f-8f32-dfb1c24a2f5f
rdaw:P10548,https://access.rdatoolkit.org/en-US_ala-3fc8494e-98c9-3cf5-a735-785b3bf31c08
rdae:P20263,https://access.rdatoolkit.org/en-US_ala-3fc9d1af-2e34-3f05-9eb9-be035e2008bd
rdaa:P50337,https://access.rdatoolkit.org/en-US_ala-3fcb2a10-d213-38bc-bea0-62eeadf402e9
rdaw:P10286,https://access.rdatoolkit.org/en-US_ala-3fd26ab8-8fc1-3ff9-8503-6bbbd8a8d5fc
rdaw:P10258,https://access.rdatoolkit.org/en-US_ala-3fe3f649-8bd9-3e23-b7a6-584e8adc4905
rdaa:P50333,https://access.rdatoolkit.org/en-US_ala-3ff5fb34-4823-3a9b-bcd1-d3a4daf1b159
rdai:P40127,https://access.rdatoolkit.org/en-US_ala-40133f26-eb17-326b-be62-5e175e8b1ec0
rdaw:P10148,https://access.rdatoolkit.org/en-US_ala-401407f9-2bff-3ff0-a120-c547783ca439
rdap:P70021,https://access.rdatoolkit.org/en-US_ala-40324811-739e-3bcf-a882-384781571582
rdam:P30261,https://access.rdatoolkit.org/en-US_ala-40329671-9da4-3571-8229-45f75c5c05d3
rdaw:P10404,https://access.rdatoolkit.org/en-US_ala-403ad4e9-451a-35bb-877a-bd9155358a30
rdaa:P50443,https://access.rdatoolkit.org/en-US_ala-4055a680-7cf1-3c45-bb3f-45f2074f8a68
rdaw:P10055,https://access.rdatoolkit.org/en-US_ala-407ee86b-091a-3606-bdc8-844ea5670e9d
rdan:P80061,https://access.rdatoolkit.org/en-US_ala-4084cb4f-4afd-37e8-8ce5-04831b2ca099
rdam:P30064,https://access.rdatoolkit.org/en-US_ala-40901a24-c542-32e8-a8a1-da53f0082fdf
rdam:P30080,https://access.rdatoolkit.org/en-US_ala-4092aab4-d4ef-3820-9503-81ba1ec19b11
rdaa:P50743,https://access.rdatoolkit.org/en-US_ala-40a76fd7-b8f1-38e0-9b91-95471d949e4b
rdae:P20028,https://access.rdatoolkit.org/en-US_ala-40b59ca6-7c28-3be7-8d23-dfe0c1107f33
rdaa:P50600,https://access.rdatoolkit.org/en-US_ala-40f53840-b057-3c42-a744-d320e80fcae0
rdaa:P50916,https://access.rdatoolkit.org/en-US_ala-4108fbdb-edd5-3e23-8acd-d86f123acbda
rdae:P20281,https://access.rdatoolkit.org/en-US_ala-4111b992-3ecc-34a6-8ed6-550b7ee93d95
rdaa:P50242,https://access.rdatoolkit.org/en-US_ala-411824b2-66ae-3add-807b-7fb942a6a317
rdaa:P50225,https://access.rdatoolkit.org/en-US_ala-413c3eac-8f72-38b9-bd49-08830a5a0efc
rdaa:P50409,https://access.rdatoolkit.org/en-US_ala-41684e69-b3dd-349c-bbb5-e888c02cf279
rdae:P20507,https://access.rdatoolkit.org/en-US_ala-419d836f-3713-39b3-a005-adee8a093762
rdam:P30131,https://access.rdatoolkit.org/en-US_ala-41c090e2-0422-33ae-881f-20c408d9b9e4
rdat:P70040,https://access.rdatoolkit.org/en-US_ala-41cfdf35-153b-3272-8727-cb187f5cc5df
rdaa:P50662,https://access.rdatoolkit.org/en-US_ala-42121349-8a2f-3ee0-a749-d46334fa4cc8
rdam:P30296,https://access.rdatoolkit.org/en-US_ala-4267b9ea-5015-36eb-b56a-c66f4b104f6f
rdae:P20049,https://access.rdatoolkit.org/en-US_ala-426953d1-97fb-3b89-9930-06dce2dce64c
rdae:P20363,https://access.rdatoolkit.org/en-US_ala-426ab0d1-c2b7-3b40-9292-9ae969ffb40b
rdam:P30109,https://access.rdatoolkit.org/en-US_ala-426f9771-5684-39eb-bbeb-82a4a9a8e336
rdae:P20115,https://access.rdatoolkit.org/en-US_ala-4270c7f7-5690-3091-889b-cc535d49ffdd
rdaa:P50045,https://access.rdatoolkit.org/en-US_ala-428e25a5-4615-3bb3-b4c3-a71b49e83bf6
rdaa:P50734,https://access.rdatoolkit.org/en-US_ala-42925b74-dc48-393f-b9a8-c6c5ed588d7c
rdaa:P50304,https://access.rdatoolkit.org/en-US_ala-429761d6-445d-3352-a50c-78fb206f3b6d
rdaa:P50681,https://access.rdatoolkit.org/en-US_ala-429aaf3c-19fe-3c57-a958-d10ff5ee3131
rdan:P80006,https://access.rdatoolkit.org/en-US_ala-429cfe76-1806-38cd-848c-d7cf266322bb
rdam:P30152,https://access.rdatoolkit.org/en-US_ala-42ab5fdf-4b62-363e-a7e2-80cf40825924
rdam:P30438,https://access.rdatoolkit.org/en-US_ala-42b95452-5a28-3ac2-b231-afe2e554bdd2
rdaw:P10481,https://access.rdatoolkit.org/en-US_ala-42d12dac-8c7d-3530-bba5-4bbeab4e28c1
rdaa:P50074,https://access.rdatoolkit.org/en-US_ala-43145874-002c-3ba3-b34e-dad395fef7b9
rdaa:P50839,https://access.rdatoolkit.org/en-US_ala-431dd86a-7c12-3106-b7e8-bd7780253ed3
rdaa:P50407,https://access.rdatoolkit.org/en-US_ala-43203e6d-43a6-3b53-80af-756510436857
rdaa:P50891,https://access.rdatoolkit.org/en-US_ala-43351ba1-6fdc-3dbb-b73f-dabdecdca796
rdam:P30249,https://access.rdatoolkit.org/en-US_ala-43571436-dd59-321b-ac36-7239daa4000c
rdaa:P50955,https://access.rdatoolkit.org/en-US_ala-4359be4a-1793-3cf6-98ce-a15652e7b5e7
rdat:P70003,https://access.rdatoolkit.org/en-US_ala-4390712a-5726-38e0-9583-f51d02b82708
rdaa:P50010,https://access.rdatoolkit.org/en-US_ala-43c5bf1a-899a-3644-8d5f-c8b99c031c64
rdae:P20371,https://access.rdatoolkit.org/en-US_ala-43e66458-c04a-3da6-a900-1b1a3079938c
rdaw:P10265,https://access.rdatoolkit.org/en-US_ala-43ea03fa-e3c8-37bc-b69d-1fbd5f7764b6
rdaa:P50577,https://access.rdatoolkit.org/en-US_ala-442610d0-c0da-30b0-8412-3a4b4a4d8e4b
rdaa:P50563,https://access.rdatoolkit.org/en-US_ala-44343548-2949-39bd-8a78-8eff88fdca23
rdaw:P10135,https://access.rdatoolkit.org/en-US_ala-4434777e-2d89-3be3-9c19-69c1b9461082
rdae:P20114,https://access.rdatoolkit.org/en-US_ala-4453733c-d7de-3bc8-a341-94ac72779f29
rdaa:P50773,https://access.rdatoolkit.org/en-US_ala-4457e704-2a44-33e1-b063-55df0bb8b535
rdaw:P10393,https://access.rdatoolkit.org/en-US_ala-445ef14c-4f26-3a34-9d46-ed2ec5f350e8
rdae:P20119,https://access.rdatoolkit.org/en-US_ala-447749b3-b850-35f4-a919-9314f8d5f609
rdaw:P10335,https://access.rdatoolkit.org/en-US_ala-448e4a4e-cfbe-3c96-91c8-798e059fd4b3
rdae:P20524,https://access.rdatoolkit.org/en-US_ala-448fb9d3-c87f-3d27-b205-a9e3187010a4
rdaw:P10596,https://access.rdatoolkit.org/en-US_ala-44a1114a-2343-3a2a-a402-f8237dcf5e0a
rdaa:P51014,https://access.rdatoolkit.org/en-US_ala-44ae858c-a9e8-3620-9a3c-84821a4e36fa
rdaa:P50531,https://access.rdatoolkit.org/en-US_ala-44c0bb26-0ff7-3d5e-98d6-e39e3b07ad8e
rdaa:P51087,https://access.rdatoolkit.org/en-US_ala-4516c7dd-9c13-3908-85b2-0c4153a38d98
rdam:P30098,https://access.rdatoolkit.org/en-US_ala-45174b60-a655-3bb6-a2cc-c17ab0837162
rdaw:P10162,https://access.rdatoolkit.org/en-US_ala-4518343c-d0ad-3004-b6ad-8a697cfd8a32
rdam:P30007,https://access.rdatoolkit.org/en-US_ala-452cb3af-3c8e-3c20-8d59-2362ad325a09
rdaa:P51094,https://access.rdatoolkit.org/en-US_ala-453adf5f-5f44-3d61-8123-d9b9c0824c22
rdaw:P10152,https://access.rdatoolkit.org/en-US_ala-4547a1cd-d1c1-35d2-ad42-af19cf95d6bd
rdaa:P51046,https://access.rdatoolkit.org/en-US_ala-4555f37d-1950-37e5-9d18-950bdc93c09b
rdai:P40062,https://access.rdatoolkit.org/en-US_ala-455b2fec-c7d2-3149-89db-b31585c14de0
rdae:P20205,https://access.rdatoolkit.org/en-US_ala-458a5896-b879-3c9d-a0d7-065110c3968c
rdaa:P51091,https://access.rdatoolkit.org/en-US_ala-4605a3a4-ad30-3b26-946d-fa60662fceb7
rdaw:P10194,https://access.rdatoolkit.org/en-US_ala-4605a94a-8560-355f-b2fb-e1ce3b522eb9
rdat:P70051,https://access.rdatoolkit.org/en-US_ala-4606238c-0a31-32cf-bfb2-9c5f1bbfa940
rdaw:P10467,https://access.rdatoolkit.org/en-US_ala-460d2f68-88b7-3df3-b4f4-6ad2a61a22d5
rdaa:P50549,https://access.rdatoolkit.org/en-US_ala-461ff345-bec4-375e-8008-86de80c505f4
rdan:P80022,https://access.rdatoolkit.org/en-US_ala-4668db17-206c-3ff2-93a9-0a7cfb89918f
rdap:P70003,https://access.rdatoolkit.org/en-US_ala-466c7215-5a6e-345c-93fa-f61cf4d1c66b
rdae:P20521,https://access.rdatoolkit.org/en-US_ala-469c8c53-f283-3095-80d3-185b1236f177
rdam:P30436,https://access.rdatoolkit.org/en-US_ala-46f4f3af-aecc-3ea4-a965-b460c7ef3a21
rdae:P20533,https://access.rdatoolkit.org/en-US_ala-46fe96af-4a6a-366c-98e3-f6e1efec62da
rdaw:P10348,https://access.rdatoolkit.org/en-US_ala-470f2c8a-76be-3b84-9260-045bba14fd0d
rdaa:P51074,https://access.rdatoolkit.org/en-US_ala-4713b8c9-b408-38cf-bbd3-b124b78cac31
rdai:P40048,https://access.rdatoolkit.org/en-US_ala-476bd24c-fc68-347b-b14f-4c1562a76a53
rdam:P30099,https://access.rdatoolkit.org/en-US_ala-47f9af0b-6258-369d-978c-e988d9141116
rdai:P40009,https://access.rdatoolkit.org/en-US_ala-4829edd6-3292-3a0d-926f-505fc3a8228f
rdaa:P50596,https://access.rdatoolkit.org/en-US_ala-482cf1e4-3397-31b4-b43f-b74ccbc3200b
rdaw:P10602,https://access.rdatoolkit.org/en-US_ala-4850fa7c-67c2-37b9-82e9-99eea5bcd84a
rdai:P40034,https://access.rdatoolkit.org/en-US_ala-486ff038-d76b-3389-9ac5-3cd353aa4343
rdam:P30403,https://access.rdatoolkit.org/en-US_ala-48753ecb-21bb-3eb1-b729-746cc73eea52
rdaw:P10179,https://access.rdatoolkit.org/en-US_ala-487735e2-23ce-3543-834f-d8f687fe3ff8
rdaw:P10173,https://access.rdatoolkit.org/en-US_ala-487815c1-a431-39f0-ba2f-10b4defaad0a
rdaa:P51003,https://access.rdatoolkit.org/en-US_ala-4890d463-0ddc-34f8-a6b2-007e38c71fe8
rdam:P30070,https://access.rdatoolkit.org/en-US_ala-48a59b9d-fd8a-3f69-9990-b9b7b4a1010d
rdam:P30286,https://access.rdatoolkit.org/en-US_ala-48bd9681-2746-3396-9406-bd493e96ee8e
rdaw:P10410,https://access.rdatoolkit.org/en-US_ala-48c1ee72-ac71-3f87-990f-018f357b9c6b
rdaa:P51056,https://access.rdatoolkit.org/en-US_ala-48cd0e63-9a04-3de3-8ccd-118cef1b3fea
rdaw:P10586,https://access.rdatoolkit.org/en-US_ala-493e9a6e-9ec0-38b2-8622-59ecb0b61194
rdae:P20486,https://access.rdatoolkit.org/en-US_ala-49549542-093f-3d2e-bd78-d4e63a32ea06
rdam:P30160,https://access.rdatoolkit.org/en-US_ala-496cc498-87a3-329f-9560-7f16668a6cd5
rdaa:P50502,https://access.rdatoolkit.org/en-US_ala-496d5109-5dcb-3fb3-a694-db0494e06373
rdam:P30356,https://access.rdatoolkit.org/en-US_ala-497a947e-aa8f-310d-9129-613eba9e743d
rdaa:P50189,https://access.rdatoolkit.org/en-US_ala-497e0be6-a225-3d04-8150-00162a00bc47
rdaa:P50359,https://access.rdatoolkit.org/en-US_ala-4989d865-f91d-355a-acc9-600f0d3d7f1d
rdae:P20351,https://access.rdatoolkit.org/en-US_ala-49949818-0889-344b-b7e4-d938aa06236d
rdaa:P50844,https://access.rdatoolkit.org/en-US_ala-49ec3706-7e53-366d-8080-11753b7484fd
rdaw:P10218,https://access.rdatoolkit.org/en-US_ala-4a02af89-66ae-3c18-963f-1535c3d6d970
rdaa:P50672,https://access.rdatoolkit.org/en-US_ala-4a2001f0-6864-36fa-96ec-3a9a9a65a9f5
rdae:P20096,https://access.rdatoolkit.org/en-US_ala-4a3efaf5-d29b-391f-baf3-b3237137b703
rdae:P20344,https://access.rdatoolkit.org/en-US_ala-4a551350-f978-38ce-a8c1-f498a43a4693
rdai:P40109,https://access.rdatoolkit.org/en-US_ala-4a5a36bb-2a14-3bd0-92c0-0b4a3f4b3b44
rdaa:P50006,https://access.rdatoolkit.org/en-US_ala-4aa08d65-f76d-37fb-a59d-61b95f2f0b7f
rdaa:P50148,https://access.rdatoolkit.org/en-US_ala-4aad23f1-b7b4-3229-bd39-d9f7c165b96d
rdae:P20254,https://access.rdatoolkit.org/en-US_ala-4ad17fc2-5734-3f4d-bff0-1f230b002edb
rdaa:P50694,https://access.rdatoolkit.org/en-US_ala-4add3c3d-ea26-3ff6-918c-02d6f1fcb9b4
rdaw:P10274,https://access.rdatoolkit.org/en-US_ala-4ae135b4-290c-3cd6-89c1-eaae64e53242
rdan:P80136,https://access.rdatoolkit.org/en-US_ala-4af45884-9f42-3240-b96d-ff07d3da7d3a
rdaa:P50826,https://access.rdatoolkit.org/en-US_ala-4afd88a1-7a6d-3524-9993-2f1b35c9c807
rdaa:P51101,https://access.rdatoolkit.org/en-US_ala-4b448938-1270-3bd0-b0d7-39ae3f1020c7
rdae:P20328,https://access.rdatoolkit.org/en-US_ala-4b46a7ed-4e39-369c-93ba-13c661469708
rdae:P20200,https://access.rdatoolkit.org/en-US_ala-4b51bb1c-ad32-3ee8-a795-fe0953f9c686
rdaa:P50082,https://access.rdatoolkit.org/en-US_ala-4b797402-7d08-312f-9c11-28ebe2cee6cd
rdam:P30395,https://access.rdatoolkit.org/en-US_ala-4b7b0ac5-74cb-3161-957d-a237faace2b5
rdap:P70011,https://access.rdatoolkit.org/en-US_ala-4b7d7730-529e-323c-bb52-fc9703d1648f
rdap:P70032,https://access.rdatoolkit.org/en-US_ala-4b87e6b5-e210-3473-af16-a53338c14d5a
rdam:P30156,https://access.rdatoolkit.org/en-US_ala-4b9291c5-f525-37fd-b661-c469e763ce8a
rdam:P30309,https://access.rdatoolkit.org/en-US_ala-4b9320ad-5cf8-31b7-aad2-7d4b60070bbb
rdae:P20032,https://access.rdatoolkit.org/en-US_ala-4b962bad-7e68-3b3c-9f25-433cb3402d3b
rdam:P30382,https://access.rdatoolkit.org/en-US_ala-4bbba7ae-bce3-3c1b-af48-42d5762a7241
rdae:P20034,https://access.rdatoolkit.org/en-US_ala-4bd35dd2-bd4b-327f-8053-b0789b829ea6
rdam:P30053,https://access.rdatoolkit.org/en-US_ala-4beea0a4-d574-3241-b7d5-1297717eeea8
rdaa:P50650,https://access.rdatoolkit.org/en-US_ala-4c0398ea-41fa-378a-b432-ab67796cb614
rdan:P80156,https://access.rdatoolkit.org/en-US_ala-4c20adb8-5e46-3e7a-ae42-121a7b5f36ce
rdaa:P50580,https://access.rdatoolkit.org/en-US_ala-4c28532d-d34f-3412-9d59-cbebe698bdcf
rdaa:P50524,https://access.rdatoolkit.org/en-US_ala-4c512c4c-bcfd-36d9-8981-a5729c8d2453
rdaw:P10278,https://access.rdatoolkit.org/en-US_ala-4c616ef5-a7e2-34db-9ecc-5fc20df26333
rdaa:P50713,https://access.rdatoolkit.org/en-US_ala-4c76506d-dd25-3819-b20c-d289ce8566e2
rdaw:P10267,https://access.rdatoolkit.org/en-US_ala-4c99e742-3f59-36a8-a242-8f848fdaee86
rdam:P30451,https://access.rdatoolkit.org/en-US_ala-4cd23088-0f29-34d9-9b57-f27b85afbcb6
rdaw:P10192,https://access.rdatoolkit.org/en-US_ala-4cdc16d2-f7de-339c-a85a-9cb50c408dd6
rdam:P30232,https://access.rdatoolkit.org/en-US_ala-4d0ea1c1-b1b9-31d0-a716-e5fd89822d6d
rdae:P20249,https://access.rdatoolkit.org/en-US_ala-4d3dd4de-5853-3bd6-b16c-797a4139620f
rdaa:P50815,https://access.rdatoolkit.org/en-US_ala-4d4b84ed-678a-3684-89f0-8cdb17bf369d
rdaa:P51071,https://access.rdatoolkit.org/en-US_ala-4d799fe4-0c81-310e-9aa8-9a40f8773f59
rdaa:P50834,https://access.rdatoolkit.org/en-US_ala-4d8fdfdc-a2df-3238-8885-0bf47161ec89
rdaa:P50754,https://access.rdatoolkit.org/en-US_ala-4d903cb8-1a10-33e5-aff2-1a9209feed6f
rdax:P00023,https://access.rdatoolkit.org/en-US_ala-4d981288-b76f-3078-9dca-bb033ef3a88c
rdaa:P51055,https://access.rdatoolkit.org/en-US_ala-4dafc91c-9a5e-334a-b897-b1a2af970592
rdaa:P50779,https://access.rdatoolkit.org/en-US_ala-4db7ebb7-d633-3ca1-9c9a-20c6f5545907
rdaw:P10530,https://access.rdatoolkit.org/en-US_ala-4dc20fff-1efe-345a-8602-8bc58723d916
rdaa:P50718,https://access.rdatoolkit.org/en-US_ala-4dd57895-4f28-33a6-8ec9-8a0580c3d9c2
rdaa:P50370,https://access.rdatoolkit.org/en-US_ala-4dd879ab-bcb6-3929-af71-6d211aed2471
rdaw:P10261,https://access.rdatoolkit.org/en-US_ala-4dd99f46-308f-3a36-a7c6-c223593abef1
rdaw:P10597,https://access.rdatoolkit.org/en-US_ala-4dfbd4ab-955d-353b-9059-10566718ebe7
rdam:P30430,https://access.rdatoolkit.org/en-US_ala-4e5128fd-5c52-3b5d-8bbb-80b860b02a3c
rdaa:P50824,https://access.rdatoolkit.org/en-US_ala-4e878180-3ecc-31ee-bead-60445ad01954
rdaa:P50857,https://access.rdatoolkit.org/en-US_ala-4e8c11ac-e229-38bc-acaf-3311b31f6801
rdaw:P10463,https://access.rdatoolkit.org/en-US_ala-4eb7a253-d13e-3a3c-8725-3f220dae8556
rdae:P20278,https://access.rdatoolkit.org/en-US_ala-4ec82c8b-212c-36fb-9730-ff478d3103b1
rdaa:P51078,https://access.rdatoolkit.org/en-US_ala-4eee690b-4ce6-3076-9b51-b3a36faa2e41
rdaw:P10062,https://access.rdatoolkit.org/en-US_ala-4f1ad2c3-fbda-39e6-ab4d-989083b3decd
rdap:P70001,https://access.rdatoolkit.org/en-US_ala-4f6c95c9-ba08-3534-aa07-c36f9672d04e
rdai:P40014,https://access.rdatoolkit.org/en-US_ala-4f75c0bf-2031-3ce2-90a9-fb2fcba65edb
rdaa:P50200,https://access.rdatoolkit.org/en-US_ala-4f93cb76-ddc7-34d9-ac4d-30b4ae5e80c3
rdaw:P10049,https://access.rdatoolkit.org/en-US_ala-4f982760-d03b-3dcc-a1f7-228121dbc52b
rdae:P20141,https://access.rdatoolkit.org/en-US_ala-4fba5f0f-ee39-3849-9cd0-a4b432e3201b
rdam:P30185,https://access.rdatoolkit.org/en-US_ala-4fd3e12c-7747-3fa4-959f-dd95bbc8ed07
rdaa:P50258,https://access.rdatoolkit.org/en-US_ala-4ff8fabf-28dd-35aa-b49c-9725bf229d1c
rdaw:P10521,https://access.rdatoolkit.org/en-US_ala-50046f31-5e0d-3bdc-9753-f54fb5de54dc
rdaa:P50545,https://access.rdatoolkit.org/en-US_ala-500a7077-85c5-36e5-848b-b5d73094535f
rdan:P80157,https://access.rdatoolkit.org/en-US_ala-504d5528-dfd8-3fdb-9975-864590fe186d
rdae:P20513,https://access.rdatoolkit.org/en-US_ala-5070a933-6fe5-3254-b5fe-0f62a45e639a
rdaw:P10420,https://access.rdatoolkit.org/en-US_ala-507ff7a5-e343-3ca1-a8c3-5e2c3504fcff
rdaw:P10317,https://access.rdatoolkit.org/en-US_ala-508dfde4-acdb-32ec-b696-9361de7e5463
rdaa:P50320,https://access.rdatoolkit.org/en-US_ala-50c9b557-b399-3fc6-80dd-f3a22335f1b6
rdaa:P50321,https://access.rdatoolkit.org/en-US_ala-50cc85f5-6c80-3871-872f-f87c2b5f23e3
rdap:P70009,https://access.rdatoolkit.org/en-US_ala-50d510a6-7fa8-3927-a564-e54af7d7346b
rdaa:P50601,https://access.rdatoolkit.org/en-US_ala-50e9fc60-86c0-3c16-9c63-de232cf3cad2
rdaa:P50962,https://access.rdatoolkit.org/en-US_ala-50f15892-4562-3d91-a807-6218c5b883c4
rdaw:P10388,https://access.rdatoolkit.org/en-US_ala-5113a3e6-eed3-38ae-b0ed-810dc0c092fa
rdaw:P10494,https://access.rdatoolkit.org/en-US_ala-5113f252-db3e-3e06-80b4-114e9de726c5
rdae:P20474,https://access.rdatoolkit.org/en-US_ala-5132d534-77c0-3883-b72b-26e53bbd6ff0
rdaa:P50922,https://access.rdatoolkit.org/en-US_ala-51369cc3-7b5e-3039-8ebb-4acddf38da52
rdap:P70002,https://access.rdatoolkit.org/en-US_ala-513b9b29-2696-3a43-b3c5-a1033d40b114
rdat:P70019,https://access.rdatoolkit.org/en-US_ala-513f5383-5fa3-36ad-aa35-052e944253d1
rdam:P30254,https://access.rdatoolkit.org/en-US_ala-51744638-bd0b-3aac-a958-4be04d024ce4
rdaa:P51062,https://access.rdatoolkit.org/en-US_ala-518d9681-d138-3d80-960a-a8bd3525d09d
rdae:P20011,https://access.rdatoolkit.org/en-US_ala-519aaf9b-6105-37f2-841b-228cfcba83f5
rdae:P20492,https://access.rdatoolkit.org/en-US_ala-51eaef95-b6cc-3f59-a3e0-25f59c8f17fa
rdaw:P10167,https://access.rdatoolkit.org/en-US_ala-520bb415-15d3-3ef8-ab2d-119e0d7f41b9
rdaw:P10330,https://access.rdatoolkit.org/en-US_ala-521fa629-f515-3247-9db0-f03e8736bf15
rdam:P30279,https://access.rdatoolkit.org/en-US_ala-52617a00-1288-3c27-b9cb-b83e9ec8541c
rdaa:P50840,https://access.rdatoolkit.org/en-US_ala-52710b20-bb87-3f4d-b260-f339bf311bdd
rdaa:P50269,https://access.rdatoolkit.org/en-US_ala-527d4ad4-72e8-3995-8c97-0dbc1d07e50f
rdaa:P50980,https://access.rdatoolkit.org/en-US_ala-528614cf-e747-36f2-8c34-02327a9f293f
rdam:P30274,https://access.rdatoolkit.org/en-US_ala-528d5139-cad0-3e98-8215-cecd341ca2f0
rdat:P70029,https://access.rdatoolkit.org/en-US_ala-5299904f-a058-3f71-8afa-fe21f3577328
rdai:P40131,https://access.rdatoolkit.org/en-US_ala-5299f24e-f320-3b54-96c2-24fd8a9e6b43
rdam:P30316,https://access.rdatoolkit.org/en-US_ala-52d0b08b-8ceb-385a-82bb-7118f778cf67
rdan:P80139,https://access.rdatoolkit.org/en-US_ala-52d1592c-8e0a-30c1-8791-fa79491270a7
rdaw:P10380,https://access.rdatoolkit.org/en-US_ala-52e91a8a-21c2-38c2-8c84-2dab04e396e5
rdaw:P10509,https://access.rdatoolkit.org/en-US_ala-5310e3a0-4110-3f2a-9b7e-89e88e9ab7c8
rdai:P40133,https://access.rdatoolkit.org/en-US_ala-53198e59-cb75-3697-9296-e71d63285e6c
rdaw:P10367,https://access.rdatoolkit.org/en-US_ala-531bd7c4-487f-3f7b-b091-7cbd569b468c
rdae:P20164,https://access.rdatoolkit.org/en-US_ala-531ec9c2-54ae-334c-b11f-ff3bd853674e
rdaw:P10470,https://access.rdatoolkit.org/en-US_ala-5325df23-2760-3280-a852-4ad99c25d5b3
rdae:P20159,https://access.rdatoolkit.org/en-US_ala-535b8e97-f3b8-356a-930b-91595e8da9dd
rdan:P80095,https://access.rdatoolkit.org/en-US_ala-5392a8e1-978f-383d-b1fe-166062ac7ba5
rdaa:P50161,https://access.rdatoolkit.org/en-US_ala-539b92eb-705b-38e2-b5a7-ee6eae526970
rdaa:P50954,https://access.rdatoolkit.org/en-US_ala-539d285c-f997-3487-aa9f-dbc95a063ea0
rdaa:P50020,https://access.rdatoolkit.org/en-US_ala-53b3dd44-83d9-3e1b-a43d-3c7c12feb9d4
rdaw:P10177,https://access.rdatoolkit.org/en-US_ala-53dd0260-d564-34bd-9651-e5534db951f6
rdae:P20462,https://access.rdatoolkit.org/en-US_ala-5419fd16-4d97-34b1-8d4b-ec5220ab7ea9
rdan:P80116,https://access.rdatoolkit.org/en-US_ala-541a9506-b216-34a5-8d92-e27ff61374d4
