reg_id,uri,type,name (en),label (en),lexicalAlias (en),description (en),note (en),domain,range,hasUnconstrained,parent_property,inverseOf,status
,rdae:P20102,property,screenplayForExpression,is screenplay for (expression),rdae:screenplayForExpression,"Relates an expression to an expression of a work such as a motion picture, television program, or video, that uses the text of the work as a screenplay.",,rdac:C10006,rdac:C10006,rdau:P60201,rdae:P20100,rdae:P20157,1
,rdae:P20103,property,incidentalMusicForExpression,is incidental music for (expression),rdae:incidentalMusicForExpression,Relates an expression to an expression of a work such as a play or other spoken work for the stage that uses the musical work as incidental music.,,rdac:C10006,rdac:C10006,rdau:P60202,rdae:P20244,rdae:P20085,1
,rdae:P20104,property,abstractedAsExpression,is abstracted as (expression),rdae:abstractedAsExpression,"Relates an expression to an expression of a work that abbreviates the source expression in a brief, objective manner.",,rdac:C10006,rdac:C10006,rdau:P60203,rdae:P20203,rdae:P20122,1
,rdae:P20105,property,augmentedByExpression,is augmented by (expression),rdae:augmentedByExpression,Relates an expression to an expression of a work that adds to the content of a predominant expression.,,rdac:C10006,rdac:C10006,rdau:P60204,rdae:P20232,rdae:P20192,1
,rdae:P20106,property,summarizedAsExpression,is summarized as (expression),rdae:summarizedAsExpression,Relates an expression to an expression of a work that consists of a brief recapitulation of the content of the source expression.,,rdac:C10006,rdac:C10006,rdau:P60205,rdae:P20203,rdae:P20179,1
,rdae:P20107,property,catalogueExpression,is catalogue (expression),rdae:catalogueExpression,Relates an expression to an expression of a work that consists of a complete enumeration of items arranged systematically.,,rdac:C10006,rdac:C10006,rdau:P60206,rdae:P20105,rdae:P20180,1
,rdae:P20108,property,concordanceExpression,is concordance (expression),rdae:concordanceExpression,Relates an expression to an expression of a work that consists of an index of all the words in the predominant expression.,,rdac:C10006,rdac:C10006,rdau:P60208,rdae:P20105,rdae:P20181,1
,rdae:P20109,property,addendaExpression,is addenda (expression),rdae:addendaExpression,"Relates an expression to an expression of a work that consists of brief additional material, less extensive than a supplement, but essential to the completeness of the text of the predominant work; it is usually added at the end of the content, but is sometimes issued separately.",,rdac:C10006,rdac:C10006,rdau:P60209,rdae:P20105,rdae:P20177,1
,rdae:P20110,property,adaptedAsLibrettoExpression,is adapted as libretto (expression),rdae:adaptedAsLibrettoExpression,"Relates an expression to an expression of a work that consists of the text of an opera or other work for the musical stage, or an oratorio, based on the source work.",,rdac:C10006,rdac:C10006,rdau:P60210,rdae:P20153,rdae:P20190,1
,rdae:P20111,property,,,,,,,,,,,8
,rdae:P20112,property,,,,,,,,,,,8
,rdae:P20113,property,,,,,,,,,,,8
,rdae:P20114,property,imitatedAsExpression,is imitated as (expression),rdae:imitatedAsExpression,Relates an expression to an expression of a work that copies the style or content of the source work.,,rdac:C10006,rdac:C10006,rdau:P60214,rdae:P20203,rdae:P20195,1
,rdae:P20115,property,expandedAsExpression,is expanded as (expression),rdae:expandedAsExpression,Relates an expression to an expression of a work that enlarges upon the content of the source work.,,rdac:C10006,rdac:C10006,rdau:P60216,rdae:P20203,rdae:P20184,1
,rdae:P20116,property,,,,,,,,,,,8
,rdae:P20117,property,,,,,,,,,,,8
,rdae:P20118,property,appendixExpression,is appendix (expression),rdae:appendixExpression,"Relates an expression to an expression of a work that forms an augmenting part of another work which is not essential to the completeness of the content, such as a list of references, statistical tables, and explanatory matter; it can be material which either comes at the end of the content of the predominant work, or is issued separately.",,rdac:C10006,rdac:C10006,rdau:P60221,rdae:P20105,rdae:P20089,1
,rdae:P20119,property,freelyTranslatedAsExpression,is freely translated as (expression),rdae:freelyTranslatedAsExpression,"Relates an expression to an expression of a work that freely translates the text into another language, preserving the spirit of the original, but not its linguistic details.",,rdac:C10006,rdac:C10006,rdau:P60189,rdae:P20203,rdae:P20140,1
,rdae:P20120,property,guideExpression,is guide (expression),rdae:guideExpression,"Relates an expression to an expression of a work that guides a user through the use of the predominant work, using notes, learning and study aids, exercises, problems, questions and answers, instructor or student materials, etc.",,rdac:C10006,rdac:C10006,rdau:P60222,rdae:P20105,rdae:P20147,1
,rdae:P20121,property,abridgementOfExpression,is abridgement of (expression),rdae:abridgementOfExpression,"Relates an expression to an expression of a work that has been abridged, i.e., shortened without changing the general meaning or manner of presentation of the source work.",,rdac:C10006,rdac:C10006,rdau:P60223,rdae:P20204,rdae:P20166,1
,rdae:P20122,property,abstractOfExpression,is abstract of (expression),rdae:abstractOfExpression,"Relates an expression to an expression of a work that has been abstracted, i.e., abbreviated in a brief, objective manner.",,rdac:C10006,rdac:C10006,rdau:P60224,rdae:P20204,rdae:P20104,1
,rdae:P20123,property,dramatizationOfExpression,is dramatization of (expression),rdae:dramatizationOfExpression,Relates an expression to an expression of a work that has been adapted as a drama.,,rdac:C10006,rdac:C10006,rdau:P60225,rdae:P20152,rdae:P20073,1
,rdae:P20124,property,verseAdaptationOfExpression,is verse adaptation of (expression),rdae:verseAdaptationOfExpression,Relates an expression to an expression of a work that has been adapted as a literary composition in verse form.,,rdac:C10006,rdac:C10006,rdau:P60226,rdae:P20152,rdae:P20077,1
,rdae:P20125,property,motionPictureAdaptationOfExpression,is motion picture adaptation of (expression),rdae:motionPictureAdaptationOfExpression,Relates an expression to an expression of a work that has been adapted as a motion picture.,,rdac:C10006,rdac:C10006,rdau:P60227,rdae:P20152,rdae:P20009,1
,rdae:P20126,property,novelizationOfExpression,is novelization of (expression),rdae:novelizationOfExpression,Relates an expression to an expression of a work that has been adapted as a novel.,,rdac:C10006,rdac:C10006,rdau:P60228,rdae:P20152,rdae:P20088,1
,rdae:P20127,property,radioAdaptationOfExpression,is radio adaptation of (expression),rdae:radioAdaptationOfExpression,Relates an expression to an expression of a work that has been adapted as a radio program.,,rdac:C10006,rdac:C10006,rdau:P60229,rdae:P20152,rdae:P20060,1
,rdae:P20128,property,televisionAdaptationOfExpression,is television adaptation of (expression),rdae:televisionAdaptationOfExpression,Relates an expression to an expression of a work that has been adapted as a television program.,,rdac:C10006,rdac:C10006,rdau:P60230,rdae:P20152,rdae:P20066,1
,rdae:P20129,property,screenplayBasedOnExpression,is screenplay based on (expression),rdae:screenplayBasedOnExpression,"Relates an expression to an expression of a work that has been adapted as the screenplay for a motion picture, television program, or video.",,rdac:C10006,rdac:C10006,rdau:P60231,rdae:P20152,rdae:P20096,1
,rdae:P20130,property,motionPictureScreenplayBasedOnExpression,is motion picture screenplay based on (expression),rdae:motionPictureScreenplayBasedOnExpression,Relates an expression to an expression of a work that has been adapted as the screenplay for a motion picture.,,rdac:C10006,rdac:C10006,rdau:P60232,rdae:P20129,rdae:P20095,1
,rdae:P20131,property,televisionScreenplayBasedOnExpression,is television screenplay based on (expression),rdae:televisionScreenplayBasedOnExpression,Relates an expression to an expression of a work that has been adapted as the screenplay for a television program.,,rdac:C10006,rdac:C10006,rdau:P60233,rdae:P20129,rdae:P20097,1
,rdae:P20132,property,videoScreenplayBasedOnExpression,is video screenplay based on (expression),rdae:videoScreenplayBasedOnExpression,Relates an expression to an expression of a work that has been adapted as the screenplay for a video.,,rdac:C10006,rdac:C10006,rdau:P60234,rdae:P20129,rdae:P20098,1
,rdae:P20133,property,radioScriptBasedOnExpression,is radio script based on (expression),rdae:radioScriptBasedOnExpression,Relates an expression to an expression of a work that has been adapted as the script for a radio program.,,rdac:C10006,rdac:C10006,rdau:P60235,rdae:P20152,rdae:P20099,1
,rdae:P20134,property,videoAdaptationOfExpression,is video adaptation of (expression),rdae:videoAdaptationOfExpression,Relates an expression to an expression of a work that has been adapted for video.,,rdac:C10006,rdac:C10006,rdau:P60236,rdae:P20152,rdae:P20067,1
,rdae:P20135,property,digestOfExpression,is digest of (expression),rdae:digestOfExpression,"Relates an expression to an expression of a work that has been digested, i.e., systematically and comprehensively condensed.",,rdac:C10006,rdac:C10006,rdau:P60238,rdae:P20204,rdae:P20170,1
,rdae:P20136,property,,,,,,,,,,,8
,rdae:P20137,property,absorptionOfExpression,is absorption of (expression),rdae:absorptionOfExpression,Relates an expression to an expression of a work that has been incorporated into another expression.,,rdac:C10006,rdac:C10006,rdau:P60574,rdae:P20154,rdae:P20143,1
,rdae:P20138,property,absorptionInPartOfExpression,is absorption in part of (expression),rdae:absorptionInPartOfExpression,Relates an expression to an expression of a work that has been partially incorporated into another expression.,,rdac:C10006,rdac:C10006,rdau:P60575,rdae:P20154,rdae:P20144,1
,rdae:P20139,property,arrangementOf,is arrangement of,rdae:arrangementOf,Relates an expression to an expression of a musical work that has been rewritten for a medium of performance different from that for which the work was originally intended.,,rdac:C10006,rdac:C10006,rdau:P60242,rdae:P20204,rdae:P20165,1
,rdae:P20140,property,freeTranslationOfExpression,is free translation of (expression),rdae:freeTranslationOfExpression,"Relates an expression to an expression of a work that has been translated freely, preserving the spirit of the original, but not its linguistic details.",,rdac:C10006,rdac:C10006,rdau:P60243,rdae:P20204,rdae:P20119,1
,rdae:P20141,property,translationOf,is translation of,rdae:translationOf,"Relates an expression to an expression of a work that has been translated, i.e., the text expressed in a language different from that of the original work.",,rdac:C10006,rdac:C10006,rdau:P60244,rdae:P20204,rdae:P20171,1
,rdae:P20142,property,parodiedAsExpression,is parodied as (expression),rdae:parodiedAsExpression,Relates an expression to an expression of a work that imitates the style or content of the source work for comic effect.,,rdac:C10006,rdac:C10006,rdau:P60246,rdae:P20114,rdae:P20196,1
,rdae:P20143,property,absorbedByExpression,is absorbed by (expression),rdae:absorbedByExpression,Relates an expression to an expression of a work that incorporates another expression.,,rdac:C10006,rdac:C10006,rdau:P60247,rdae:P20169,rdae:P20137,1
,rdae:P20144,property,absorbedInPartByExpression,is absorbed in part by (expression),rdae:absorbedInPartByExpression,Relates an expression to an expression of a work that incorporates part of the content of another expression.,,rdac:C10006,rdac:C10006,rdau:P60248,rdae:P20169,rdae:P20138,1
,rdae:P20145,property,containerOfExpression,is container of (expression),rdae:containerOfExpression,Relates an expression to an expression of a work that is a discrete component of a larger expression.,,rdac:C10006,rdac:C10006,rdau:P60249,rdae:P20236,rdae:P20074,1
,rdae:P20146,property,errataToExpression,is errata to (expression),rdae:errataToExpression,"Relates an expression to an expression of a work that is augmented by a list of errors in the predominant work, discovered after publication, with their corrections.",,rdac:C10006,rdac:C10006,rdau:P60251,rdae:P20192,rdae:P20093,1
,rdae:P20147,property,guideToExpression,is guide to (expression),rdae:guideToExpression,"Relates an expression to an expression of a work that is augmented by another work consisting of material to help the user of the predominant work, such as notes, learning and study aids, exercises, problems, questions and answers, instructor or student materials, etc.",,rdac:C10006,rdac:C10006,rdau:P60252,rdae:P20192,rdae:P20120,1
,rdae:P20148,property,illustrationsForExpression,is illustrations for (expression),rdae:illustrationsForExpression,Relates an expression to an expression of a work that is augmented by pictorial content designed to explain or decorate it.,,rdac:C10006,rdac:C10006,rdau:P60254,rdae:P20192,rdae:P20094,1
,rdae:P20149,property,continuationOfExpression,is continuation of (expression),rdae:continuationOfExpression,Relates an expression to an expression of a work that is continued by the content of an expression of a later work.,,rdac:C10006,rdac:C10006,rdau:P60576,rdae:P20154,rdae:P20191,1
,rdae:P20150,property,,,,,,,,,,,8
,rdae:P20151,property,supplementToExpression,is supplement to (expression),rdae:supplementToExpression,Relates an expression to an expression of a work that is updated or otherwise complemented by the augmenting expression.,,rdac:C10006,rdac:C10006,rdau:P60259,rdae:P20192,rdae:P20172,1
,rdae:P20152,property,adaptationOfExpression,is adaptation of (expression),rdae:adaptationOfExpression,"Relates an expression to an expression of a work that has been modified for a purpose, use, or medium other than that for which it was originally intended.",,rdac:C10006,rdac:C10006,rdau:P60241,rdae:P20204,rdae:P20153,1
,rdae:P20153,property,adaptedAsExpression,is adapted as (expression),rdae:adaptedAsExpression,Relates an expression to an expression of a work based on the source expression.,,rdac:C10006,rdac:C10006,rdau:P60260,rdae:P20203,rdae:P20152,1
,rdae:P20154,property,precededByExpression,is preceded by (expression),rdae:precededByExpression,"Relates an expression to an expression of a work that precedes (e.g., is earlier in time or before in narrative) the succeeding expression.",,rdac:C10006,rdac:C10006,rdau:P60261,rdae:P20235,rdae:P20169,1
,rdae:P20155,property,findingAidExpression,is finding aid (expression),rdae:findingAidExpression,"Relates an expression to an expression of a work that provides a guide to the organization, arrangement, and contents of an archival collection.",,rdac:C10006,rdac:C10006,rdau:P60262,rdae:P20105,rdae:P20197,1
,rdae:P20156,property,indexExpression,is index (expression),rdae:indexExpression,"Relates an expression to an expression of a work that provides a systematic, alphabetical guide to the contents of the predominant expression, usually keyed to page numbers or other reference codes.",,rdac:C10006,rdac:C10006,rdau:P60263,rdae:P20105,rdae:P20188,1
,rdae:P20157,property,screenplayExpression,is screenplay (expression),rdae:screenplayExpression,"Relates an expression to an expression of a work that provides the text for a motion picture, television program or video.",,rdac:C10006,rdac:C10006,rdau:P60264,rdae:P20100,rdae:P20102,1
,rdae:P20158,property,motionPictureScreenplayExpression,is motion picture screenplay (expression),rdae:motionPictureScreenplayExpression,Relates an expression to an expression of a work that provides the text for a motion picture.,,rdac:C10006,rdac:C10006,rdau:P60265,rdae:P20157,rdae:P20173,1
,rdae:P20159,property,musicalSettingOfExpression,is musical setting of (expression),rdae:musicalSettingOfExpression,"Relates an expression to an expression of a work that provides the text for a non-dramatic musical work, other than an oratorio.",,rdac:C10006,rdac:C10006,rdau:P60266,rdae:P20204,rdae:P20087,1
,rdae:P20160,property,radioScriptExpression,is radio script (expression),rdae:radioScriptExpression,Relates an expression to an expression of a work that provides the text for a radio program.,,rdac:C10006,rdac:C10006,rdau:P60267,rdae:P20100,rdae:P20176,1
,rdae:P20161,property,televisionScreenplayExpression,is television screenplay (expression),rdae:televisionScreenplayExpression,Relates an expression to an expression of a work that provides the text for a television program.,,rdac:C10006,rdac:C10006,rdau:P60268,rdae:P20157,rdae:P20174,1
,rdae:P20162,property,videoScreenplayExpression,is video screenplay (expression),rdae:videoScreenplayExpression,Relates an expression to an expression of a work that provides the text for a video.,,rdac:C10006,rdac:C10006,rdau:P60269,rdae:P20157,rdae:P20175,1
,rdae:P20163,property,librettoExpression,is libretto (expression),rdae:librettoExpression,"Relates an expression to an expression of a work that provides the text of an opera or other work for the musical stage, or an oratorio.",,rdac:C10006,rdac:C10006,rdau:P60270,rdae:P20100,rdae:P20084,1
,rdae:P20164,property,paraphrasedAsExpression,is paraphrased as (expression),rdae:paraphrasedAsExpression,Relates an expression to an expression of a work that restates the content of the source work in a different form.,,rdac:C10006,rdac:C10006,rdau:P60273,rdae:P20203,rdae:P20186,1
,rdae:P20165,property,arrangedAs,is arranged as,rdae:arrangedAs,Relates an expression to an expression of a musical work that rewrites the source expression for a medium of performance different from that for which the work was originally intended.,,rdac:C10006,rdac:C10006,rdau:P60274,rdae:P20203,rdae:P20139,1
,rdae:P20166,property,abridgedAsExpression,is abridged as (expression),rdae:abridgedAsExpression,Relates an expression to an expression of a work that shortens the source expression without changing the general meaning or manner of presentation.,,rdac:C10006,rdac:C10006,rdau:P60275,rdae:P20203,rdae:P20121,1
,rdae:P20167,property,continuationInPartOfExpression,is continuation in part of (expression),rdae:continuationInPartOfExpression,Relates an expression to an expression of a work that split into two or more separate expressions with new titles.,,rdac:C10006,rdac:C10006,rdau:P60276,rdae:P20154,rdae:P20200,1
,rdae:P20168,property,separatedFromExpression,is separated from (expression),rdae:separatedFromExpression,Relates an expression to an expression of a work that spun off a part of its content to form a new expression.,,rdac:C10006,rdac:C10006,rdau:P60277,rdae:P20154,rdae:P20101,1
,rdae:P20169,property,succeededByExpression,is succeeded by (expression),rdae:succeededByExpression,"Relates an expression to an expression of a work that succeeds (e.g., later in time or after in a narrative) the preceding expression.",,rdac:C10006,rdac:C10006,rdau:P60278,rdae:P20235,rdae:P20154,1
,rdae:P20170,property,digestedAsExpression,is digested as (expression),rdae:digestedAsExpression,Relates an expression to an expression of a work that systematically and comprehensively condenses the source expression.,,rdac:C10006,rdac:C10006,rdau:P60279,rdae:P20203,rdae:P20135,1
,rdae:P20171,property,translatedAs,is translated as,rdae:translatedAs,Relates an expression to an expression of a work that translates the text of the source expression into a language different from that of the original work.,,rdac:C10006,rdac:C10006,rdau:P60280,rdae:P20203,rdae:P20141,1
,rdae:P20172,property,supplementExpression,is supplement (expression),rdae:supplementExpression,Relates an expression to an expression of a work that updates or otherwise complements the predominant expression.,,rdac:C10006,rdac:C10006,rdau:P60281,rdae:P20105,rdae:P20151,1
,rdae:P20173,property,screenplayForMotionPictureExpression,is screenplay for motion picture (expression),rdae:screenplayForMotionPictureExpression,Relates an expression to an expression of a work that uses the text as a screenplay for a motion picture.,,rdac:C10006,rdac:C10006,rdau:P60282,rdae:P20102,rdae:P20158,1
,rdae:P20174,property,screenplayForTelevisionProgramExpression,is screenplay for television program (expression),rdae:screenplayForTelevisionProgramExpression,Relates an expression to an expression of a work that uses the text as a screenplay for a television program.,,rdac:C10006,rdac:C10006,rdau:P60283,rdae:P20102,rdae:P20161,1
,rdae:P20175,property,screenplayForVideoExpression,is screenplay for video (expression),rdae:screenplayForVideoExpression,Relates an expression to an expression of a work that uses the text as a screenplay for a video.,,rdac:C10006,rdac:C10006,rdau:P60284,rdae:P20102,rdae:P20162,1
,rdae:P20176,property,scriptForRadioProgramExpression,is script for radio program (expression),rdae:scriptForRadioProgramExpression,Relates an expression to an expression of a work that uses the text of the source work as the script for a radio program.,,rdac:C10006,rdac:C10006,rdau:P60285,rdae:P20100,rdae:P20160,1
,rdae:P20177,property,addendaToExpression,is addenda to (expression),rdae:addendaToExpression,"Relates an expression to an expression of a work to which is added brief additional material, less extensive than a supplement, but essential to the completeness of the content of the work; it is usually added at the end of the content but is sometimes issued separately from it.",,rdac:C10006,rdac:C10006,rdau:P60286,rdae:P20192,rdae:P20109,1
,rdae:P20178,property,,,,,,,,,,,1
,rdae:P20179,property,summaryOfExpression,is summary of (expression),rdae:summaryOfExpression,Relates an expression to an expression of a work used as the basis for a brief recapitulation of its content.,,rdac:C10006,rdac:C10006,rdau:P60289,rdae:P20204,rdae:P20106,1
,rdae:P20180,property,catalogueOfExpression,is catalogue of (expression),rdae:catalogueOfExpression,"Relates an expression to an expression of a work used as the basis for a catalogue, i.e., a complete enumeration of items arranged systematically.",,rdac:C10006,rdac:C10006,rdau:P60290,rdae:P20192,rdae:P20107,1
,rdae:P20181,property,concordanceToExpression,is concordance to (expression),rdae:concordanceToExpression,"Relates an expression to an expression of a work used as the basis for a concordance, i.e., an index of all the words in the predominant expression.",,rdac:C10006,rdac:C10006,rdau:P60291,rdae:P20192,rdae:P20108,1
,rdae:P20182,property,,,,,,,,,,,1
,rdae:P20183,property,choreographicAdaptationOfExpression,is choreographic adaptation of (expression),rdae:choreographicAdaptationOfExpression,"Relates an expression to an expression of a work that has been adapted as a work consisting of movement (e.g., dance).",,rdac:C10006,rdac:C10006,rdau:P60293,rdae:P20152,rdae:P20092,1
,rdae:P20184,property,expandedVersionOfExpression,is expanded version of (expression),rdae:expandedVersionOfExpression,Relates an expression to an expression of a work used as the basis for a derivative work that enlarges upon the content of the source work.,,rdac:C10006,rdac:C10006,rdau:P60294,rdae:P20204,rdae:P20115,1
,rdae:P20185,property,remakeOfExpression,is remake of (expression),rdae:remakeOfExpression,"Relates an expression to an expression of a work used as the basis for a new motion picture, radio program, television program, or video.",,rdac:C10006,rdac:C10006,rdau:P60295,rdae:P20204,rdae:P20086,1
,rdae:P20186,property,paraphraseOfExpression,is paraphrase of (expression),rdae:paraphraseOfExpression,"Relates an expression to an expression of a work used as the basis for a paraphrase, i.e., a restating of the content of the source work in a different form.",,rdac:C10006,rdac:C10006,rdau:P60296,rdae:P20204,rdae:P20164,1
,rdae:P20187,property,,,,,,,,,,,1
,rdae:P20188,property,indexToExpression,is index to (expression),rdae:indexToExpression,"Relates an expression to an expression of a work used as the basis for an index, i.e., a systematic, alphabetical guide to the contents of the predominant expression, usually keyed to page numbers or other reference codes.",,rdac:C10006,rdac:C10006,rdau:P60302,rdae:P20192,rdae:P20156,1
,rdae:P20189,property,revisionOf,is revision of,rdae:revisionOf,"Relates an expression to an expression of a work used as the basis for an updated, corrected, or expanded version.",,rdac:C10006,rdac:C10006,rdau:P60303,rdae:P20204,rdae:P20211,1
,rdae:P20190,property,librettoBasedOnExpression,is libretto based on (expression),rdae:librettoBasedOnExpression,"Relates an expression to an expression of a work used as the basis for the text of an opera or other work for the musical stage, or an oratorio.",,rdac:C10006,rdac:C10006,rdau:P60304,rdae:P20152,rdae:P20110,1
,rdae:P20191,property,continuedByExpression,is continued by (expression),rdae:continuedByExpression,Relates an expression to an expression of a work whose content continues an expression of an earlier work.,,rdac:C10006,rdac:C10006,rdau:P60306,rdae:P20169,rdae:P20149,1
,rdae:P20192,property,augmentationOfExpression,is augmentation of (expression),rdae:augmentationOfExpression,Relates an expression to an expression of a work whose content is added to by another expression.,,rdac:C10006,rdac:C10006,rdau:P60307,rdae:P20232,rdae:P20105,1
,rdae:P20193,property,abstractsForExpression,is abstracts for (expression),rdae:abstractsForExpression,Relates an expression to an expression of a work whose contents have been abstracted by an abstracting and indexing service.,,rdac:C10006,rdac:C10006,rdau:P60308,rdae:P20204,rdae:P20090,1
,rdae:P20194,property,indexingForExpression,is indexing for (expression),rdae:indexingForExpression,Relates an expression to an expression of a work whose contents have been indexed by an abstracting and indexing service.,,rdac:C10006,rdac:C10006,rdau:P60309,rdae:P20204,rdae:P20091,1
,rdae:P20195,property,imitationOfExpression,is imitation of (expression),rdae:imitationOfExpression,Relates an expression to an expression of a work whose style or content is copied in a derivative work.,,rdac:C10006,rdac:C10006,rdau:P60311,rdae:P20204,rdae:P20114,1
,rdae:P20196,property,parodyOfExpression,is parody of (expression),rdae:parodyOfExpression,Relates an expression to an expression of a work whose style or content is imitated for comic effect.,,rdac:C10006,rdac:C10006,rdau:P60312,rdae:P20195,rdae:P20142,1
,rdae:P20197,property,findingAidForExpression,is finding aid for (expression),rdae:findingAidForExpression,"Relates an expression to an expression of an archival collection that is described in a finding aid, i.e., a guide to the organization, arrangement, and contents of the collection.",,rdac:C10006,rdac:C10006,rdau:P60474,rdae:P20192,rdae:P20155,1
,rdae:P20198,property,replacementInPartOfExpression,is replacement in part of (expression),rdae:replacementInPartOfExpression,"Relates an expression to an expression of an earlier work whose content has been partially replaced by a later expression, usually because the later work contains updated or new information that makes the earlier expression obsolete.",,rdac:C10006,rdac:C10006,rdau:P60479,rdae:P20154,rdae:P20075,1
,rdae:P20199,property,replacementOfExpression,is replacement of (expression),rdae:replacementOfExpression,"Relates an expression to an expression of an earlier work whose content has been replaced by a later expression, usually because the later work contains updated or new information that makes the earlier expression obsolete.",,rdac:C10006,rdac:C10006,rdau:P60480,rdae:P20154,rdae:P20076,1
,rdae:P20200,property,splitIntoExpression,is split into (expression),rdae:splitIntoExpression,Relates an expression to an expression of one of two or more works resulting from the division of an earlier expression into separate expressions.,,rdac:C10006,rdac:C10006,rdau:P60503,rdae:P20169,rdae:P20167,1
,rdae:P20201,property,mergerOfExpression,is merger of (expression),rdae:mergerOfExpression,Relates an expression to an expression of a work that came together with one or more other expressions to form the new expression.,,rdac:C10006,rdac:C10006,rdau:P60505,rdae:P20154,rdae:P20212,1
,rdae:P20202,property,,,,,,,,,,,1
,rdae:P20203,property,derivativeExpression,is derivative (expression),rdae:derivativeExpression,Relates an expression to an expression that is a modification of a source expression.,,rdac:C10006,rdac:C10006,rdau:P60250,rdae:P20233,rdae:P20204,1
,rdae:P20204,property,basedOnExpression,is based on (expression),rdae:basedOnExpression,Relates an expression to an expression used as the basis for a derivative expression,,rdac:C10006,rdac:C10006,rdau:P60305,rdae:P20233,rdae:P20203,1
,rdae:P20205,property,relatedExpression,has related expression,rdae:relatedExpression,"Relates an expression to an expression, represented by an identifier, an authorized access point, or a description, that is related to the expression being described (e.g., a revised version, a translation).",,rdac:C10006,rdac:C10006,rdau:P60313,,rdae:P20205,1
,rdae:P20206,property,supplementaryContent,has supplementary content,rdae:supplementaryContent,"Relates an expression to content (e.g., an index, a bibliography, an appendix) intended to supplement the primary content of a resource.",,rdac:C10006,,rdau:P60485,,,1
,rdae:P20207,property,illustrativeContent,has illustrative content,rdae:illustrativeContent,Relates an expression to content intended to illustrate the primary content of a resource.,,rdac:C10006,,rdau:P60486,,,1
,rdae:P20208,property,accessibilityContent,has accessibility content,rdae:accessibilityContent,Relates an expression to content that assists those with a sensory impairment in the greater understanding of content which their impairment prevents them fully seeing or hearing.,,rdac:C10006,,rdau:P60487,,,1
,rdae:P20209,property,formatOfNotatedMusic,has format of notated music,rdae:formatOfNotatedMusic,Relates an expression to the musical or physical layout of the content of a resource that is presented in the form of musical notation.,,rdac:C10006,,rdau:P60488,,,1
,rdae:P20210,property,otherDetailsOfCartographicContent,has other details of cartographic content,rdae:otherDetailsOfCartographicContent,"Relates an expression to mathematical data and other features of the cartographic content of a resource not recorded in statements of scale, projection, and coordinates.",,rdac:C10006,,rdau:P60498,,,1
,rdae:P20211,property,revisedAs,is revised as,rdae:revisedAs,"Relates an expression to an expression of a work that has been updated, corrected, or expanded.",,rdac:C10006,rdac:C10006,rdau:P60245,rdae:P20203,rdae:P20189,1
,rdae:P20212,property,mergedToFormExpression,is merged to form (expression),rdae:mergedToFormExpression,Relates an expression to an expression of a work formed from the coming together of two or more expressions.,,rdac:C10006,rdac:C10006,rdau:P60504,rdae:P20169,rdae:P20201,1
,rdae:P20213,property,additionalScaleInformation,has additional scale information,rdae:additionalScaleInformation,Relates an expression to supplemental information about scale such as a statement of comparative measurements or limitation of the scale to particular parts of the content of a resource.,,rdac:C10006,,rdau:P60510,rdae:P20228,,1
,rdae:P20214,property,dateOfExpression,has date of expression,rdae:dateOfExpression,Relates an expression to the earliest date associated with an expression.,,rdac:C10006,,rdau:P60527,,,1
,rdae:P20215,property,mediumOfPerformanceOfMusicalContent,has medium of performance of musical content,rdae:mediumOfPerformanceOfMusicalContent,"Relates an expression to the instrument, instruments, voice, voices, etc., used (or intended to be used) for performance of musical content.",,rdac:C10006,,rdau:P60537,,,1
,rdae:P20216,property,projectionOfCartographicContent,has projection of cartographic content,rdae:projectionOfCartographicContent,Relates an expression to the method or system used to represent the surface of the earth or of a celestial sphere on a plane.,,rdac:C10006,,rdau:P60542,,,1
,rdae:P20217,property,placeAndDateOfCapture,has place and date of capture,rdae:placeAndDateOfCapture,"Relates an expression to the place and date associated with the capture (i.e., recording, filming, etc.) of the content of a resource.",,rdac:C10006,,rdau:P60555,,,1
,rdae:P20218,property,placeOfCapture,has place of capture,rdae:placeOfCapture,"Relates an expression to the place associated with the capture (i.e., recording, filming, etc.) of the content of a resource.",,rdac:C10006,,rdau:P60556,,,1
,rdae:P20219,property,duration,has duration,rdae:duration,"Relates an expression to the playing time, performance time, running time, etc., of the content of a resource.",,rdac:C10006,,rdau:P60557,,,1
,rdae:P20220,property,,,,,,,,,,,1
,rdae:P20221,property,,,,,,,,,,,1
,rdae:P20222,property,,,,,,,,,,,1
,rdae:P20223,property,,,,,,,,,,,1
,rdae:P20224,property,colourContent,has colour content,rdae:colourContent,"Relates an expression to the presence of colour, tone, etc., in the content of a resource. ",,rdac:C10006,,rdau:P60558,,,1
,rdae:P20225,property,soundContent,has sound content,rdae:soundContent,Relates an expression to the presence of sound in a resource other than one that consists primarily of recorded sound.,,rdac:C10006,,rdau:P60559,,,1
,rdae:P20226,property,horizontalScaleOfCartographicContent,has horizontal scale of cartographic content,rdae:horizontalScaleOfCartographicContent,Relates an expression to the ratio of horizontal distances in the cartographic content of a resource to the actual distances they represent.,,rdac:C10006,,rdau:P60563,rdae:P20228,,1
,rdae:P20227,property,scaleOfStillImageOrThreeDimensionalForm,has scale of still image or three-dimensional form,rdae:scaleOfStillImageOrThreeDimensionalForm,Relates an expression to the ratio of the dimensions of a still image or three-dimensional form contained or embodied in a resource to the dimensions of the thing it represents.,,rdac:C10006,,rdau:P60564,rdae:P20228,,1
