reg_id,uri,type,name (en),label (en),lexicalAlias (en),description (en),note (en),domain,range,hasUnconstrained,parent_property,inverseOf,status
,rdaw:P10003,property,otherDistinguishingCharacteristicOfTheWork,has other distinguishing characteristic of the work,rdaw:otherDistinguishingCharacteristicOfTheWork,"Relates a work to a characteristic other than form of work, date of work, or place of origin of the work.","It serves to differentiate a work from another work with the same title or from the name of a person, family, or corporate body.",rdac:C10001,,rdau:P60054,,,1
,rdaw:P10004,property,formOfWork,has form of work,rdaw:formOfWork,Relates a work to a class or genre to which a work belongs.,,rdac:C10001,,rdau:P60058,,,1
,rdaw:P10005,property,appelleeCorporateBody,has appellee corporate body,rdaw:appelleeCorporateBody,Relates a work to a corporate body against whom an appeal is taken on the decision of a lower court recorded in a legal work of a higher court.,,rdac:C10001,rdac:C10005,rdau:P60373,rdaw:P10037,rdaa:P50002,1
,rdaw:P10006,property,degreeGrantingInstitution,has degree granting institution,rdaw:degreeGrantingInstitution,Relates a work to a corporate body granting an academic degree.,,rdac:C10001,rdac:C10005,rdau:P60060,rdaw:P10047,rdaa:P50003,1
,rdaw:P10007,property,hostInstitution,has host institution ,rdaw:hostInstitution,"Relates a work to a corporate body hosting the event, exhibit, conference, etc., which gave rise to a work, but having little or no responsibility for the content of the work.",,rdac:C10001,rdac:C10005,rdau:P60061 ,rdaw:P10047,rdaa:P50004,1
,rdaw:P10008,property,productionCompany,has production company,rdaw:productionCompany,"Relates a work to a corporate body that is responsible for financial, technical, and organizational management of a production for stage, screen, sound recording, television, webcast, etc.",,rdac:C10001,rdac:C10005,rdau:P60062,rdaw:P10047,rdaa:P50005,1
,rdaw:P10009,property,appellantCorporateBody,has appellant corporate body,rdaw:appellantCorporateBody,Relates a work to a corporate body who appeals the decision of a lower court recorded in a legal work of a higher court.,,rdac:C10001,rdac:C10005,rdau:P60457 ,rdaw:P10038,rdaa:P50042,1
,rdaw:P10010,property,plaintiffCorporateBody,has plaintiff corporate body,rdaw:plaintiffCorporateBody,Relates a work to a corporate body who brings a suit in a civil proceeding.,,rdac:C10001,rdac:C10005,rdau:P60459,rdaw:P10039,rdaa:P50043,1
,rdaw:P10011,property,courtGoverned,has court governed ,rdaw:courtGoverned,"Relates a work to a court governed by court rules, regardless of their official nature (e.g., laws, administrative regulations).",,rdac:C10001,rdac:C10005,rdau:P60065 ,rdaw:P10047,rdaa:P50044,1
,rdaw:P10012,property,numberingOfPart,has numbering of part,rdaw:numberingOfPart,Relates a work to a designation of the sequencing of a part or parts within a larger work.,"Numbering of part may include a numeral, a letter, any other character, or the combination of these with or without an accompanying caption (volume, number, etc.) and/or a chronological designation.",rdac:C10001,,rdau:P60080,,,1
,rdaw:P10013,property,filmDirector,has film director ,rdaw:filmDirector,Relates a work to a director responsible for the general management and supervision of a filmed performance.,,rdac:C10001,rdac:C10002,rdau:P60084 ,rdaw:P10066,rdaa:P50048,1
,rdaw:P10014,property,radioDirector,has radio director,rdaw:radioDirector,Relates a work to a director responsible for the general management and supervision of a radio program.,,rdac:C10001,rdac:C10002,rdau:P60085,rdaw:P10066,rdaa:P50049,1
,rdaw:P10015,property,televisionDirector,has television director,rdaw:televisionDirector,Relates a work to a director responsible for the general management and supervision of a television program.,,rdac:C10001,rdac:C10002,rdau:P60086,rdaw:P10066,rdaa:P50050,1
,rdaw:P10016,property,dramatizedAsWork,is dramatized as (work),rdaw:dramatizedAsWork,Relates a work to a dramatic work adapted from the source work.,,rdac:C10001,rdac:C10001,rdau:P60088,rdaw:P10155,rdaw:P10127,1
,rdaw:P10017,property,enactingJurisdiction,has enacting jurisdiction ,rdaw:enactingJurisdiction,"Relates a work to a jurisdiction enacting a law, regulation, constitution, court rule, etc.",,rdac:C10001,rdac:C10005,rdau:P60096 ,rdaw:P10065,rdaa:P50068,1
,rdaw:P10018,property,jurisdictionGoverned,has jurisdiction governed,rdaw:jurisdictionGoverned,"Relates a work to a jurisdiction governed by a law, regulation, etc., that was enacted by another jurisdiction.",,rdac:C10001,rdac:C10005,rdau:P60097,rdaw:P10047,rdaa:P50069,1
,rdaw:P10019,property,containedInWork,is contained in (work),rdaw:containedInWork,Relates a work to a larger work of which the work is a discrete component.,,rdac:C10001,rdac:C10001,rdau:P60101,rdaw:P10232,rdaw:P10147,1
,rdaw:P10020,property,sequel,is sequel,rdaw:sequel,Relates a work to a later work that continues the narrative of an earlier work.,,rdac:C10001,rdac:C10001,rdau:P60102,rdaw:P10170,rdaw:P10227,1
,rdaw:P10021,property,replacedInPartByWork,is replaced in part by (work),rdaw:replacedInPartByWork,"Relates a work to a later work used in part in place of an earlier work, usually because the later work contains updated or new information that makes part of the earlier work obsolete.",,rdac:C10001,rdac:C10001,rdau:P60103,rdaw:P10170,rdaw:P10206,1
,rdaw:P10022,property,replacedByWork,is replaced by (work),rdaw:replacedByWork,"Relates a work to a later work used in place of an earlier work, usually because the later work contains updated or new information that makes the earlier work obsolete.",,rdac:C10001,rdac:C10001,rdau:P60104,rdaw:P10170,rdaw:P10207,1
,rdaw:P10023,property,adaptedInVerseAsWork,is adapted in verse as (work),rdaw:adaptedInVerseAsWork,Relates a work to a literary composition in verse form adapted from the source work.,,rdac:C10001,rdac:C10001,rdau:P60106,rdaw:P10155,rdaw:P10128,1
,rdaw:P10024,property,coordinatesOfCartographicContent,has coordinates of cartographic content,rdaw:coordinatesOfCartographicContent,Relates a work to a mathematical system for identifying the area covered by the cartographic content of a resource.,Coordinates may be expressed by means of longitude and latitude on the surface of planets or by the angles of right ascension and declination for celestial charts.,rdac:C10001,,rdau:P60109,,,1
,rdaw:P10025,property,adaptedAsMotionPictureWork,is adapted as motion picture (work),rdaw:adaptedAsMotionPictureWork,Relates a work to a motion picture based on the source work.,,rdac:C10001,rdac:C10001,rdau:P60110,rdaw:P10155,rdaw:P10129,1
,rdaw:P10026,property,cadenzaWork,is cadenza (work),rdaw:cadenzaWork,"Relates a work to a musical work consisting of an ornamental passage for a soloist, added to a musical work such as a concerto, either by the same or a different composer.",,rdac:C10001,rdac:C10001,rdau:P60113,rdaw:P10108,rdaw:P10029,1
,rdaw:P10027,property,variationsBasedOnWork,is variations based on (work),rdaw:variationsBasedOnWork,"Relates a work to a musical work from which melodic, thematic, or harmonic material is taken to form a discrete theme, which is repeated one or more times with subsequent modifications.",,rdac:C10001,rdac:C10001,rdau:P60114,rdaw:P10190,rdaw:P10028,1
,rdaw:P10028,property,modifiedByVariationAsWork,is modified by variation as (work),rdaw:modifiedByVariationAsWork,"Relates a work to a musical work in which melodic, thematic, or harmonic material is taken from the source work to form a discrete theme, which is repeated one or more times with subsequent modifications.",,rdac:C10001,rdac:C10001,rdau:P60115,rdaw:P10148,rdaw:P10027,1
,rdaw:P10029,property,cadenzaComposedForWork,is cadenza composed for (work),rdaw:cadenzaComposedForWork,"Relates a work to a musical work such as a concerto for which an ornamental passage for a soloist has been composed, either by the same or a different composer.",,rdac:C10001,rdac:C10001,rdau:P60116,rdaw:P10192,rdaw:P10026,1
,rdaw:P10030,property,librettoForWork,is libretto for (work),rdaw:librettoForWork,"Relates a work to a musical work such as an opera or other work for the musical stage, or an oratorio, that uses the text of the related work as a libretto.",,rdac:C10001,rdac:C10001,rdau:P60117,rdaw:P10103,rdaw:P10165,1
,rdaw:P10031,property,incidentalMusicWork,is incidental music (work),rdaw:incidentalMusicWork,Relates a work to a musical work that provides the incidental music for a play or other spoken work for the stage.,,rdac:C10001,rdac:C10001,rdau:P60118,rdaw:P10237,rdaw:P10106,1
,rdaw:P10032,property,remadeAsWork,is remade as (work),rdaw:remadeAsWork,"Relates a work to a new motion picture, radio program, television program, or video based on an earlier work.",,rdac:C10001,rdac:C10001,rdau:P60120,rdaw:P10148,rdaw:P10185,1
,rdaw:P10033,property,setToMusicAsWork,is set to music as (work),rdaw:setToMusicAsWork,"Relates a work to a non-dramatic musical work, other than an oratorio, that uses the text of the source work.",,rdac:C10001,rdac:C10001,rdau:P60121,rdaw:P10148,rdaw:P10161,1
,rdaw:P10034,property,adaptedAsNovelWork,is adapted as novel (work),rdaw:adaptedAsNovelWork,Relates a work to a novel adapted from the source work.,,rdac:C10001,rdac:C10001,rdau:P60138,rdaw:P10155,rdaw:P10130,1
,rdaw:P10035,property,appelleePerson,has appellee person,rdaw:appelleePerson,Relates a work to a person against whom an appeal is taken on the decision of a lower court recorded in a legal work of a higher court.,,rdac:C10001,rdac:C10004,rdau:P60373,rdaw:P10037,rdaa:P50085,1
,rdaw:P10036,property,medium,has medium,rdaw:medium,Relates a work to a person held to be a channel of communication between the earthly world and a world of spirits.,,rdac:C10001,rdac:C10004,rdau:P60157,rdaw:P10047,rdaa:P50086,1
,rdaw:P10037,property,appellee,has appellee,rdaw:appellee,Relates a work to a person or corporate body against whom an appeal is taken on the decision of a lower court recorded in a legal work of a higher court.,,rdac:C10001,,rdau:P60373,rdaw:P10047,rdaa:P50087,1
,rdaw:P10038,property,appellant,has appellant ,rdaw:appellant,Relates a work to a person or corporate body who appeals the decision of a lower court recorded in a legal work of a higher court.,,rdac:C10001,,rdau:P60457 ,rdaw:P10047,rdaa:P50088,1
,rdaw:P10039,property,plaintiff,has plaintiff,rdaw:plaintiff,Relates a work to a person or corporate body who brings a suit in a civil proceeding.,,rdac:C10001,,rdau:P60459,rdaw:P10047,rdaa:P50089,1
,rdaw:P10040,property,defendant,has defendant ,rdaw:defendant,Relates a work to a person or corporate body who is accused in a criminal proceeding or sued in a civil proceeding.,,rdac:C10001,rdac:C10002,rdau:P60462 ,rdaw:P10047,rdaa:P50090,1
,rdaw:P10041,property,degreeSupervisor,has degree supervisor,rdaw:degreeSupervisor,"Relates a work to a person, such as an advisor or supervisor of thesis or dissertation research, overseeing either an academic degree or thesis.",,rdac:C10001,rdac:C10004,rdau:P60420,rdaw:P10047,rdaa:P50091,1
,rdaw:P10042,property,appellantPerson,has appellant person,rdaw:appellantPerson,Relates a work to a person who appeals the decision of a lower court recorded in a legal work of a higher court.,,rdac:C10001,rdac:C10004,rdau:P60457 ,rdaw:P10038,rdaa:P50122,1
,rdaw:P10043,property,plaintiffPerson,has plaintiff person,rdaw:plaintiffPerson,Relates a work to a person who brings a suit in a civil proceeding.,,rdac:C10001,rdac:C10004,rdau:P60459,rdaw:P10039,rdaa:P50124,1
,rdaw:P10044,property,judge,has judge,rdaw:judge,Relates a work to a person who hears and decides on legal matters in court.,,rdac:C10001,rdac:C10004,rdau:P60461,rdaw:P10047,rdaa:P50126,1
,rdaw:P10045,property,praeses,has praeses,rdaw:praeses,"Relates a work to a person who is the faculty moderator of an academic disputation, normally proposing a thesis and participating in the ensuing disputation.",,rdac:C10001,rdac:C10004,rdau:P60463,rdaw:P10065,rdaa:P50127,1
,rdaw:P10046,property,issuingBody,has issuing body,rdaw:issuingBody,"Relates a work to a person, family or corporate body issuing a work, such as an official organ of the body.",,rdac:C10001,rdac:C10002,rdau:P60467,rdaw:P10047,rdaa:P50130,1
,rdaw:P10047,property,otherPFCWork,"has other person, family, or corporate body associated with a work",rdaw:otherPFCWork,"Relates a work to a person, family, or corporate body associated with a work other than as a creator. ","Includes persons, etc., to whom correspondence is addressed, persons, etc., honoured by a festschrift, directors, cinematographers, sponsoring bodies, production companies, institutions, etc., hosting an exhibition or event, etc",rdac:C10001,rdac:C10002,rdau:P60374,,rdaa:P50131,1
,rdaw:P10048,property,dedicator,has dedicator,rdaw:dedicator,"Relates a work to a person, family, or corporate body by whom a work is dedicated.",,rdac:C10001,rdac:C10002,rdau:P60375,rdaw:P10047,rdaa:P50132,1
,rdaw:P10049,property,honouree,has honouree ,rdaw:honouree,"Relates a work to a person, family, or corporate body honoured by a work (e.g., the honouree of a festschrift).",,rdac:C10001,rdac:C10002,rdau:P60406 ,rdaw:P10047,rdaa:P50166,1
,rdaw:P10050,property,programmer,has programmer ,rdaw:programmer,"Relates a work to a person, family, or corporate body responsible for creating a computer program.",,rdac:C10001,rdac:C10002,rdau:P60423 ,rdaw:P10065,rdaa:P50184,1
,rdaw:P10051,property,designer,has designer ,rdaw:designer,"Relates a work to a person, family, or corporate body responsible for creating a design for an object.",,rdac:C10001,rdac:C10002,rdau:P60424 ,rdaw:P10065,rdaa:P50185,1
,rdaw:P10052,property,cartographer,has cartographer ,rdaw:cartographer,"Relates a work to a person, family, or corporate body responsible for creating a map, atlas, globe, or other cartographic work.",,rdac:C10001,rdac:C10002,rdau:P60425 ,rdaw:P10065,rdaa:P50186,1
,rdaw:P10053,property,composer,has composer,rdaw:composer,"Relates a work to a person, family, or corporate body responsible for creating a musical work.",,rdac:C10001,rdac:C10002,rdau:P60426,rdaw:P10065,rdaa:P50187,1
,rdaw:P10054,property,inventor,has inventor,rdaw:inventor,"Relates a work to a person, family, or corporate body responsible for creating a new device or process.",,rdac:C10001,rdac:C10002,rdau:P60427,rdaw:P10065,rdaa:P50188,1
,rdaw:P10055,property,compiler,has compiler,rdaw:compiler,"Relates a work to a person, family, or corporate body responsible for creating a new work (e.g., a bibliography, a directory) by selecting, arranging, aggregating, and editing data, information, etc.",,rdac:C10001,rdac:C10002,rdau:P60428,rdaw:P10065,rdaa:P50189,1
,rdaw:P10056,property,photographer,has photographer,rdaw:photographer,"Relates a work to a person, family, or corporate body responsible for creating a photographic work.",,rdac:C10001,rdac:C10002,rdau:P60429,rdaw:P10065,rdaa:P50190,1
,rdaw:P10057,property,interviewer,has interviewer ,rdaw:interviewer,"Relates a work to a person, family, or corporate body responsible for creating a work by acting as an interviewer, reporter, pollster, or some other information gathering agent.",,rdac:C10001,rdac:C10002,rdau:P60430 ,rdaw:P10065,rdaa:P50191,1
,rdaw:P10058,property,artist,has artist,rdaw:artist,"Relates a work to a person, family, or corporate body responsible for creating a work by conceiving, and often implementing, an original graphic design, drawing, painting, etc.",,rdac:C10001,rdac:C10002,rdau:P60431,rdaw:P10065,rdaa:P50192,1
,rdaw:P10059,property,interviewee,has interviewee ,rdaw:interviewee,"Relates a work to a person, family, or corporate body responsible for creating a work by responding to an interviewer, usually a reporter, pollster, or some other information gathering agent.",,rdac:C10001,rdac:C10002,rdau:P60432 ,rdaw:P10065,rdaa:P50193,1
,rdaw:P10060,property,choreographer,has choreographer ,rdaw:choreographer,"Relates a work to a person, family, or corporate body responsible for creating a work of movement.",,rdac:C10001,rdac:C10002,rdau:P60433 ,rdaw:P10065,rdaa:P50194,1
,rdaw:P10061,property,author,has author ,rdaw:author,"Relates a work to a person, family, or corporate body responsible for creating a work that is primarily textual in content, regardless of media type (e.g., printed text, spoken word, electronic text, tactile text) or genre (e.g., poems, novels, screenplays, blogs).","Use also for persons, etc., creating a new work by paraphrasing, rewriting, or adapting works by another creator if the modification has substantially changed the nature and content of the original or changed the medium of expression.",rdac:C10001,rdac:C10002,rdau:P60434 ,rdaw:P10065,rdaa:P50195,1
,rdaw:P10062,property,architect,has architect,rdaw:architect,"Relates a work to a person, family, or corporate body responsible for creating an architectural design, including a pictorial representation intended to show how a building, etc., will look when completed.",,rdac:C10001,rdac:C10002,rdau:P60435,rdaw:P10065,rdaa:P50196,1
,rdaw:P10063,property,filmmaker,has filmmaker,rdaw:filmmaker,"Relates a work to a person, family, or corporate body responsible for creating an independent or personal film.",A filmmaker is individually responsible for the conception and execution of all aspects of the film.,rdac:C10001,rdac:C10002,rdau:P60436,rdaw:P10065,rdaa:P50197,1
,rdaw:P10064,property,producer,has producer,rdaw:producer,"Relates a work to a person, family, or corporate body responsible for most of the business aspects of a production for screen, sound recording, television, webcast, etc.","The producer is generally responsible for fund raising, managing the production, hiring key personnel, arranging for distributors, etc.",rdac:C10001,rdac:C10002,rdau:P60441,rdaw:P10047,rdaa:P50201,1
,rdaw:P10065,property,creator,has creator,rdaw:creator,"Relates a work to a person, family, or corporate body responsible for the creation of a work.",,rdac:C10001,rdac:C10002,rdau:P60447,,rdaa:P50204,1
,rdaw:P10066,property,director,has director,rdaw:director,"Relates a work to a person, family, or corporate body responsible for the general management and supervision of a filmed performance, a radio or television program, etc.",,rdac:C10001,rdac:C10002,rdau:P60449,rdaw:P10047,rdaa:P50205,1
,rdaw:P10067,property,sponsoringBody,has sponsoring body,rdaw:sponsoringBody,"Relates a work to a person, family, or corporate body sponsoring some aspect of a work, e.g., funding research, sponsoring an event.",,rdac:C10001,rdac:C10002,rdau:P60451,rdaw:P10047,rdaa:P50226,1
,rdaw:P10068,property,directorOfPhotography,has director of photography,rdaw:directorOfPhotography,"Relates a work to a person, family, or corporate body that captures images, either electronically or on film or video stock, and often selects and arranges the lighting.",The director of photography for a movie is also called the chief cinematographer.,rdac:C10001,rdac:C10002,rdau:P60452,rdaw:P10047,rdaa:P50207,1
,rdaw:P10069,property,dedicatee,has dedicatee,rdaw:dedicatee,"Relates a work to a person, family, or corporate body to whom a work is dedicated.",,rdac:C10001,rdac:C10002,rdau:P60455,rdaw:P10047,rdaa:P50208,1
,rdaw:P10070,property,addressee,has addressee ,rdaw:addressee,"Relates a work to a person, family, or corporate body to whom a work or part of a work is addressed.",,rdac:C10001,rdac:C10002,rdau:P60456 ,rdaw:P10047,rdaa:P50209,1
,rdaw:P10071,property,consultant,has consultant,rdaw:consultant,"Relates a work to a person, family, or corporate body who provides consultation services, and often makes recommendations, for another person, family or corporate body that is represented as the creator of a work.",,rdac:C10001,rdac:C10002,rdau:P60465,rdaw:P10047,rdaa:P50211,1
,rdaw:P10072,property,manifestationOfWork,has manifestation of work,rdaw:manifestationOfWork,Relates a work to a physical embodiment of an expression of a work.,,rdac:C10001,rdac:C10007,,,rdam:P30135,1
,rdaw:P10073,property,filmProducer,has film producer ,rdaw:filmProducer,Relates a work to a producer responsible for most of the business aspects of a film.,,rdac:C10001,rdac:C10002,rdau:P60169 ,rdaw:P10064,rdaa:P50213,1
,rdaw:P10074,property,radioProducer,has radio producer,rdaw:radioProducer,Relates a work to a producer responsible for most of the business aspects of a radio program.,,rdac:C10001,rdac:C10002,rdau:P60170,rdaw:P10064,rdaa:P50214,1
,rdaw:P10075,property,televisionProducer,has television producer ,rdaw:televisionProducer,Relates a work to a producer responsible for most of the business aspects of a television program.,,rdac:C10001,rdac:C10002,rdau:P60171 ,rdaw:P10064,rdaa:P50215,1
,rdaw:P10076,property,adaptedAsRadioProgramWork,is adapted as radio program (work),rdaw:adaptedAsRadioProgramWork,Relates a work to a radio program based on the source work.,,rdac:C10001,rdac:C10001,rdau:P60174,rdaw:P10155,rdaw:P10131,1
,rdaw:P10077,property,academicDegree,has academic degree,rdaw:academicDegree,Relates a work to a rank conferred as a guarantee of academic proficiency.,,rdac:C10001,,rdau:P60175,,,1
,rdaw:P10078,property,expressionOfWork,has expression of work,rdaw:expressionOfWork,"Relates a work to a realization of a work in the form of alpha-numeric, musical or choreographic notation, sound, image, object, movement, etc., or any combination of such forms.",,rdac:C10001,rdac:C10006,,,rdae:P20231,1
,rdaw:P10079,property,numericDesignationOfAMusicalWork,has numeric designation of a musical work,rdaw:numericDesignationOfAMusicalWork,"Relates a work to a serial number, opus number, or thematic index number assigned to a musical work by a composer, publisher, or a musicologist.",,rdac:C10001,,rdau:P60315,,,1
,rdaw:P10080,property,subseries,is subseries,rdaw:subseries,Relates a work to a serial or multipart work that consistently appears in a larger work; the title of the larger work appears on all issues or parts of the subseries,,rdac:C10001,rdac:C10001,rdau:P60316,rdaw:P10147,rdaw:P10101,1
,rdaw:P10081,property,longitudeAndLatitude,has longitude and latitude,rdaw:longitudeAndLatitude,Relates a work to a system for identifying the area covered by the cartographic content of a resource using longitude of the westernmost and easternmost boundaries and latitude of the northernmost and southernmost boundaries.,,rdac:C10001,,rdau:P60345,rdaw:P10024,,1
,rdaw:P10082,property,rightAscensionAndDeclination,has right ascension and declination,rdaw:rightAscensionAndDeclination,Relates a work to a system for identifying the location of a celestial object in the sky covered by the cartographic content of a resource using the angles of right ascension and declination.,,rdac:C10001,,rdau:P60346,rdaw:P10024,,1
,rdaw:P10083,property,stringsOfCoordinatePairs,has strings of coordinate pairs,rdaw:stringsOfCoordinatePairs,Relates a work to a system for identifying the precise area covered by the cartographic content of a resource using coordinates for each vertex of a polygon.,,rdac:C10001,,rdau:P60347,rdaw:P10024,,1
,rdaw:P10084,property,systemOfOrganization,has system of organization,rdaw:systemOfOrganization,Relates a work to a system of arranging materials in an archival resource or a collection.,,rdac:C10001,,rdau:P60348,,,1
,rdaw:P10085,property,adaptedAsTelevisionProgramWork,is adapted as television program (work),rdaw:adaptedAsTelevisionProgramWork,Relates a work to a television program based on the source work.,,rdac:C10001,rdac:C10001,rdau:P60354,rdaw:P10155,rdaw:P10132,1
,rdaw:P10086,property,variantTitleForTheWork,has variant title for the work,rdaw:variantTitleForTheWork,Relates a work to a title or form of title by which a work is known that differs from the title or form of title chosen as the preferred title for the work.,,rdac:C10001,,rdau:P60355,rdaw:P10088,,1
,rdaw:P10087,property,adaptedAsVideoWork,is adapted as video (work),rdaw:adaptedAsVideoWork,Relates a work to a video based on the source work.,,rdac:C10001,rdac:C10001,rdau:P60361,rdaw:P10155,rdaw:P10138,1
,rdaw:P10088,property,titleOfTheWork,has title of the work,rdaw:titleOfTheWork,"Relates a work to a word, character, or group of words and/or characters by which a work is known.",,rdac:C10001,,rdau:P60367,,,1
,rdaw:P10089,property,abstractedInWork,is abstracted in (work),rdaw:abstractedInWork,Relates a work to a work (an abstracting and indexing service) that abstracts the contents of a source work.,,rdac:C10001,rdac:C10001,rdau:P60177,rdaw:P10148,rdaw:P10193,1
,rdaw:P10090,property,indexedInWork,is indexed in (work),rdaw:indexedInWork,Relates a work to a work (an abstracting and indexing service) that indexes the contents of the source work.,,rdac:C10001,rdac:C10001,rdau:P60178,rdaw:P10148,rdaw:P10194,1
,rdaw:P10091,property,adaptedAsChoreographyWork,is adapted as choreography (work),rdaw:adaptedAsChoreographyWork,"Relates a work to a work consisting of movement (e.g., dance) based on the source work.",,rdac:C10001,rdac:C10001,rdau:P60180,rdaw:P10155,rdaw:P10183,1
,rdaw:P10092,property,errataWork,is errata (work),rdaw:errataWork,"Relates a work to a work consisting of errors discovered after the publication of the predominant work, with their corrections.",,rdac:C10001,rdac:C10001,rdau:P60181,rdaw:P10108,rdaw:P10149,1
,rdaw:P10093,property,illustrationsWork,is illustrations (work),rdaw:illustrationsWork,Relates a work to a work consisting of pictorial content designed to explain or decorate the augmented work.,,rdac:C10001,rdac:C10001,rdau:P60182,rdaw:P10108,rdaw:P10152,1
,rdaw:P10094,property,adaptedAsMotionPictureScreenplayWork,is adapted as motion picture screenplay (work),rdaw:adaptedAsMotionPictureScreenplayWork,"Relates a work to a work consisting of the screenplay for a motion picture, based on the source work.",,rdac:C10001,rdac:C10001,rdau:P60184,rdaw:P10095,rdaw:P10134,1
,rdaw:P10095,property,adaptedAsScreenplayWork,is adapted as screenplay (work),rdaw:adaptedAsScreenplayWork,"Relates a work to a work consisting of the screenplay for a motion picture, television program, or video, based on the source work.",,rdac:C10001,rdac:C10001,rdau:P60185,rdaw:P10155,rdaw:P10133,1
,rdaw:P10096,property,adaptedAsTelevisionScreenplayWork,is adapted as television screenplay (work),rdaw:adaptedAsTelevisionScreenplayWork,"Relates a work to a work consisting of the screenplay for a television program, based on the source work.",,rdac:C10001,rdac:C10001,rdau:P60186,rdaw:P10095,rdaw:P10135,1
,rdaw:P10097,property,adaptedAsVideoScreenplayWork,is adapted as video screenplay (work),rdaw:adaptedAsVideoScreenplayWork,"Relates a work to a work consisting of the screenplay for a video, based on the source work.",,rdac:C10001,rdac:C10001,rdau:P60187,rdaw:P10095,rdaw:P10136,1
,rdaw:P10098,property,adaptedAsRadioScriptWork,is adapted as radio script (work),rdaw:adaptedAsRadioScriptWork,"Relates a work to a work consisting of the script for a radio program, based on the source work.",,rdac:C10001,rdac:C10001,rdau:P60188,rdaw:P10155,rdaw:P10137,1
,rdaw:P10099,property,freelyTranslatedAsWork,is freely translated as (work),rdaw:freelyTranslatedAsWork,"Relates a work to a work created by freely translating the source work into another language, preserving the spirit of the original, but not its linguistic details.",,rdac:C10001,rdac:C10001,rdau:P60189,rdaw:P10148,rdaw:P10143,1
,rdaw:P10100,property,descriptionOfWork,is description of (work),rdaw:descriptionOfWork,Relates a work to a work described by a describing work.,,rdac:C10001,rdac:C10001,rdau:P60190,rdaw:P10257 ,rdaw:P10118,1
,rdaw:P10101,property,subseriesOf,is subseries of,rdaw:subseriesOf,Relates a work to a work in which the part consistently appears; the title of the larger work appears on all issues or parts of the subseries.,,rdac:C10001,rdac:C10001,rdau:P60192,rdaw:P10019,rdaw:P10080,1
,rdaw:P10102,property,inSeries,is in series,rdaw:inSeries,Relates a work to a work in which the part has been issued; the title of the larger work appears on the part.,,rdac:C10001,rdac:C10001,rdau:P60193,rdaw:P10019,rdaw:P10141,1
,rdaw:P10103,property,complementedByWork,is complemented by (work),rdaw:complementedByWork,Relates a work to a work paired with another work without either work being considered to predominate.,,rdac:C10001,rdac:C10001,rdau:P60198,rdaw:P10228,rdaw:P10103,1
,rdaw:P10104,property,continuedInPartByWork,is continued in part by (work),rdaw:continuedInPartByWork,Relates a work to a work part of whose content separated from an earlier work to form a new work.,,rdac:C10001,rdac:C10001,rdau:P60199,rdaw:P10170,rdaw:P10169,1
