reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type","See Also[0]"
15315,"has numbering of part",rdaw:numberingOfPart.en,"Relates a work to a designation that is assigned to a work to identify its position in a sequence of individual parts of a larger work.","Numbering may include dates or other timespans, and alphanumeric or other characters.",,,"numbering of part","A designation that is assigned to a work to identify its position in a sequence of individual parts of a larger work.",rdaw:P10012,property,numberingOfPart,rdac:C10001,,rdau:P60080,,,,,Published,24.6,6,
15316,"has film director agent",rdaw:filmDirectorAgent.en,"Relates a work to an agent who is a director who is responsible for the general management and supervision of a filmed performance.",,"film director",,"film director agent","An agent who is a director who is responsible for the general management and supervision of a filmed performance.",rdaw:P10013,property,filmDirectorAgent,rdac:C10001,,rdau:P60084,rdaw:P10066,,,,Published,18.5,2,
15317,"has radio director agent",rdaw:radioDirectorAgent.en,"Relates a work to an agent who is a director who is responsible for the general management and supervision of a radio program.",,"radio director",,"radio director agent","An agent who is a director who is responsible for the general management and supervision of a radio program.",rdaw:P10014,property,radioDirectorAgent,rdac:C10001,,rdau:P60085,rdaw:P10066,,,,Published,18.5,2,
15318,"has television director agent",rdaw:televisionDirectorAgent.en,"Relates a work to an agent who is a director who is responsible for the general management and supervision of a television program.",,"television director",,"television director agent","An agent who is a director who is responsible for the general management and supervision of a television program.",rdaw:P10015,property,televisionDirectorAgent,rdac:C10001,,rdau:P60086,rdaw:P10066,,,,Published,18.5,2,
15319,"is dramatized as work",rdaw:dramatizedAsWork.en,"Relates a work to a dramatic work that is adapted from another work.",,,,"dramatized as work","A dramatic work that is adapted from another work.",rdaw:P10016,property,dramatizedAsWork,rdac:C10001,,rdau:P60088,rdaw:P10155,,,,Published,24.5,2,
15320,"has enacting jurisdiction",rdaw:enactingJurisdiction.en,"Relates a work to a corporate body who is a government enacting a work that is a law, regulation, constitution, court rule, or other legislation.",,,,"enacting jurisdiction","A corporate body who is a government enacting a work that is a law, regulation, constitution, court rule, or other legislation.",rdaw:P10017,property,enactingJurisdiction,rdac:C10001,,rdau:P60096,rdaw:P10065,,,,Published,18.5,2,
15322,"is part of work",rdaw:partOfWork.en,"Relates a work to a work that has another work as a discrete component.","A part work is considered to be essential to the whole work.","contained in work",,"part of work","A work that has another work as a discrete component.",rdaw:P10019,property,partOfWork,rdac:C10001,,rdau:P60101,rdaw:P10198,,,,Published,24.5,2,
15323,"has sequel work",rdaw:sequelWork.en,"Relates a work to a work that extends the narrative of another work forwards in time.",,"prequel to",,"sequel work","A work that extends the narrative of another work forwards in time.",rdaw:P10020,property,sequelWork,rdac:C10001,,rdau:P60102,rdaw:P10170,,,,Published,24.5,2,
15324,"is replaced in part by work",rdaw:replacedInPartByWork.en,"Relates a work to a work whose content partially supersedes and renders obsolete the content of another work.","This element applies in general to a static work or an integrating work.",,,"replaced in part by work","A work whose content partially supersedes and renders obsolete the content of another work.",rdaw:P10021,property,replacedInPartByWork,rdac:C10001,,rdau:P60103,rdaw:P10170,,,,Published,24.5,2,
15325,"is replaced by work",rdaw:replacedByWork.en,"Relates a work to a work whose content supersedes and renders obsolete the content of another work.","This element applies in general to a static work or an integrating work.",,,"replaced by work","A work whose content supersedes and renders obsolete the content of another work.",rdaw:P10022,property,replacedByWork,rdac:C10001,,rdau:P60104,rdaw:P10170,,,,Published,24.5,2,
15326,"is adapted in verse as work",rdaw:adaptedInVerseAsWork.en,"Relates a work to a literary composition in verse form adapted from a source work.",,,,"adapted in verse as work","A literary composition in verse form adapted from a source work.",rdaw:P10023,property,adaptedInVerseAsWork,rdac:C10001,,rdau:P60106,rdaw:P10155,,,,Published,24.5,2,
15327,"has coordinates of cartographic content",rdaw:coordinatesOfCartographicContent.en,"Relates a work to a mathematical system for identifying a place covered by the cartographic content of a work.","Coordinates may be expressed by means of longitude and latitude on the surface of planets or by the angles of right ascension and declination for celestial charts.",,,"coordinates of cartographic content","A mathematical system for identifying a place covered by the cartographic content of a work.",rdaw:P10024,property,coordinatesOfCartographicContent,rdac:C10001,,rdau:P60109,rdaw:P10316,,,,Published,7.4,3,
15328,"is adapted as motion picture work",rdaw:adaptedAsMotionPictureWork.en,"Relates a work to a motion picture work that is based on another work.",,,,"adapted as motion picture work","A motion picture work that is based on another work.",rdaw:P10025,property,adaptedAsMotionPictureWork,rdac:C10001,,rdau:P60110,rdaw:P10155,,,,Published,24.5,2,
15329,"has cadenza work",rdaw:cadenzaWork.en,"Relates a work to a musical work that is an ornamental passage for a soloist added to a musical work, such as a concerto, by the same or a different composer.",,,,"cadenza work","A musical work that is an ornamental passage for a soloist added to a musical work, such as a concerto, by the same or a different composer.",rdaw:P10026,property,cadenzaWork,rdac:C10001,,rdau:P60113,rdaw:P10108,,,,Published,24.5,2,
15330,"is variations based on work",rdaw:variationsBasedOnWork.en,"Relates a work to a musical work from which melodic, thematic, or harmonic material is taken to form a discrete theme, which is repeated one or more times with subsequent modifications.",,,,"variations based on work","A musical work from which melodic, thematic, or harmonic material is taken to form a discrete theme, which is repeated one or more times with subsequent modifications.",rdaw:P10027,property,variationsBasedOnWork,rdac:C10001,,rdau:P60114,rdaw:P10190,,,,Published,24.5,2,
15331,"is modified by variation as work",rdaw:modifiedByVariationAsWork.en,"Relates a work to a musical work in which melodic, thematic, or harmonic material taken from another work forms a discrete theme, which is repeated one or more times with subsequent modifications.",,,,"modified by variation as work","A musical work in which melodic, thematic, or harmonic material taken from another work forms a discrete theme, which is repeated one or more times with subsequent modifications.",rdaw:P10028,property,modifiedByVariationAsWork,rdac:C10001,,rdau:P60115,rdaw:P10148,,,,Published,24.5,2,
15332,"is cadenza composed for work",rdaw:cadenzaComposedForWork.en,"Relates a work to a musical work, such as a concerto, to which is added a musical work that is an ornamental passage for a soloist by the same or a different composer.",,,,"cadenza composed for work","A musical work, such as a concerto, to which is added a musical work that is an ornamental passage for a soloist by the same or a different composer.",rdaw:P10029,property,cadenzaComposedForWork,rdac:C10001,,rdau:P60116,rdaw:P10192,,,,Published,24.5,2,
15333,"is libretto for work",rdaw:librettoForWork.en,"Relates a work to a work that is a musical or choreographic work such as an opera, a ballet, or other work for the musical stage, or an oratorio, that is complemented by a textual work.",,,,"libretto for work","A work that is a musical or choreographic work such as an opera, a ballet, or other work for the musical stage, or an oratorio, that is complemented by a work that is a textual work.",rdaw:P10030,property,librettoForWork,rdac:C10001,,rdau:P60117,rdaw:P10372,,,,Published,24.5,2,
15334,"has incidental music work",rdaw:incidentalMusicWork.en,"Relates a work to a musical work that complements a work that is a play or other work for the stage that is realized as spoken word.",,,,"incidental music work","A musical work that complements a work that is a play or other work for the stage that is realized as spoken word.",rdaw:P10031,property,incidentalMusicWork,rdac:C10001,,rdau:P60118,rdaw:P10237,,,,Published,24.5,2,
15335,"is remade as work",rdaw:remadeAsWork.en,"Relates a work to a motion picture, radio program, television program, or video that is based on an earlier work.",,,,"remade as work","A new motion picture, radio program, television program, or video that is based on an earlier work.",rdaw:P10032,property,remadeAsWork,rdac:C10001,,rdau:P60120,rdaw:P10340,,,,Published,24.5,2,
15336,"is set to music as work",rdaw:setToMusicAsWork.en,"Relates a work to a non-dramatic musical work, other than an oratorio, that uses the text of a source work.",,,,"set to music as work","A non-dramatic musical work, other than an oratorio, that uses the text of a source work.",rdaw:P10033,property,setToMusicAsWork,rdac:C10001,,rdau:P60121,rdaw:P10148,,,,Published,24.5,2,
15337,"is adapted as novel work",rdaw:adaptedAsNovelWork.en,"Relates a work to a novel adapted from a source work.",,,,"adapted as novel work","A novel adapted from a source work.",rdaw:P10034,property,adaptedAsNovelWork,rdac:C10001,,rdau:P60138,rdaw:P10155,,,,Published,24.5,2,
15338,"has appellee person",rdaw:appelleePerson.en,"Relates a work to a person against whom an appeal is taken on a decision of a lower court recorded in a legal work of a higher court.",,,,"appellee person","A person against whom an appeal is taken on a decision of a lower court recorded in a legal work of a higher court.",rdaw:P10035,property,appelleePerson,rdac:C10001,,rdau:P60373,rdaw:P10437,,,,Published,18.5,2,
15339,"has medium",rdaw:medium.en,"Relates a work to a person who claims to be a channel of communication with a world of spirits.",,,,medium,"A person who claims to be a channel of communication with a world of spirits.",rdaw:P10036,property,medium,rdac:C10001,,rdau:P60157,rdaw:P10437,,,,Published,18.5,2,
15344,"has degree supervisor",rdaw:degreeSupervisor.en,"Relates a work to an academic supervisor who is responsible for advising or overseeing thesis or dissertation research for an academic degree that results in a work.","Includes an advisor or supervisor of thesis or dissertation research.",,,"degree supervisor","An academic supervisor who is responsible for advising or overseeing thesis or dissertation research for an academic degree that results in a work.",rdaw:P10041,property,degreeSupervisor,rdac:C10001,,rdau:P60420,rdaw:P10407,,,,Published,18.5,2,
15345,"has appellant person",rdaw:appellantPerson.en,"Relates a work to a person who appeals a decision of a lower court recorded in a legal work of a higher court.",,,,"appellant person","A person who appeals a decision of a lower court recorded in a legal work of a higher court.",rdaw:P10042,property,appellantPerson,rdac:C10001,,rdau:P60457,rdaw:P10437,,,,Published,18.5,2,
15346,"has plaintiff person",rdaw:plaintiffPerson.en,"Relates a work to a person who brings a suit in a civil proceeding.",,,,"plaintiff person","A person who brings a suit in a civil proceeding.",rdaw:P10043,property,plaintiffPerson,rdac:C10001,,rdau:P60459,rdaw:P10437,,,,Published,18.5,2,
15347,"has judge",rdaw:judge.en,"Relates a work to a person who hears and decides on legal matters in court.",,,,judge,"A person who hears and decides on legal matters in court.",rdaw:P10044,property,judge,rdac:C10001,,rdau:P60461,rdaw:P10437,,,,Published,18.5,2,
15348,"has praeses",rdaw:praeses.en,"Relates a work to a person who is a faculty moderator of an academic disputation, normally proposing a thesis and participating in the ensuing disputation.",,,,praeses,"A person who is a faculty moderator of an academic disputation, normally proposing a thesis and participating in the ensuing disputation.",rdaw:P10045,property,praeses,rdac:C10001,,rdau:P60463,rdaw:P10437,,,,Published,18.5,2,
15349,"has issuing body agent",rdaw:issuingBodyAgent.en,"Relates a work to an agent who issues a work.",,"issuing body",,"issuing body agent","An agent who issues a work.",rdaw:P10046,property,issuingBodyAgent,rdac:C10001,,rdau:P60467,rdaw:P10065,,,,Published,18.5,2,
15351,"has dedicator agent",rdaw:dedicatorAgent.en,"Relates a work to an agent who assigns a work as an acknowledgement of the inspiration or support of a related agent.",,dedicator,,"dedicator agent","An agent who assigns a work as an acknowledgement of the inspiration or support of a related agent.",rdaw:P10048,property,dedicatorAgent,rdac:C10001,,rdau:P60375,rdaw:P10065,,,,Published,18.5,2,
15352,"has honouree agent of work",rdaw:honoureeAgentOfWork.en,"Relates a work to an agent who is honoured by a work.",,"honoree agent of work","honouree of work","honouree agent of work","An agent who is honoured by a work.",rdaw:P10049,property,honoureeAgentOfWork,rdac:C10001,,rdau:P60406,rdaw:P10311,,,,Published,18.5,2,
15353,"has programmer agent",rdaw:programmerAgent.en,"Relates a work to an agent who is responsible for creating a computer program.",,programmer,,"programmer agent","An agent who is responsible for creating a computer program.",rdaw:P10050,property,programmerAgent,rdac:C10001,,rdau:P60423,rdaw:P10065,,,,Published,18.5,2,
15354,"has designer agent",rdaw:designerAgent.en,"Relates a work to an agent who is responsible for creating a design for an object.",,designer,,"designer agent","An agent who is responsible for creating a design for an object.",rdaw:P10051,property,designerAgent,rdac:C10001,,rdau:P60424,rdaw:P10065,,,,Published,18.5,2,
15355,"has cartographer agent of work",rdaw:cartographerAgentOfWork.en,"Relates a work to an agent who is responsible for a cartographic work.",,"cartographer of work",,"cartographer agent of work","An agent who is responsible for a cartographic work.",rdaw:P10052,property,cartographerAgentOfWork,rdac:C10001,,rdau:P60425,rdaw:P10065,,,,Published,18.5,2,
15356,"has composer agent of work",rdaw:composerAgentOfWork.en,"Relates a work to an agent who is responsible for creating a musical work.","Adaptation of another musical work to form a distinct alteration, paraphrasing a work or creating a work in the general style of another composer, or creating a work that is based on the music of another composer, is included.","composer of work",,"composer agent of work","An agent who is responsible for creating a musical work.",rdaw:P10053,property,composerAgentOfWork,rdac:C10001,,rdau:P60426,rdaw:P10065,,,,Published,18.5,2,
15357,"has inventor agent",rdaw:inventorAgent.en,"Relates a work to an agent who is responsible for creating a new device or process.",,inventor,,"inventor agent","An agent who is responsible for creating a new device or process.",rdaw:P10054,property,inventorAgent,rdac:C10001,,rdau:P60427,rdaw:P10065,,,,Published,18.5,2,
15358,"has compiler agent",rdaw:compilerAgent.en,"Relates a work to an agent who is responsible for creating a new work such as a bibliography or a directory by selecting, arranging, aggregating, and editing data, information, etc.","Revising or clarifying the content of an expression of a work and selecting and putting together expressions of works or parts of works are excluded.",compiler,,"compiler agent","An agent who is responsible for creating a new work such as a bibliography or a directory by selecting, arranging, aggregating, and editing data, information, etc.",rdaw:P10055,property,compilerAgent,rdac:C10001,,rdau:P60428,rdaw:P10065,,,,Published,18.5,2,rdae:P20048
15359,"has photographer agent of work",rdaw:photographerAgentOfWork.en,"Relates a work to an agent who is responsible for creating a photographic work.",,"photographer of work",,"photographer agent of work","An agent who is responsible for creating a photographic work.",rdaw:P10056,property,photographerAgentOfWork,rdac:C10001,,rdau:P60429,rdaw:P10065,,,,Published,18.5,2,
15360,"has interviewer agent of work",rdaw:interviewerAgentOfWork.en,"Relates a work to an agent who is responsible for creating a work by acting as an interviewer, reporter, pollster, or some other kind of agent who gathers information.",,"interviewer of work",,"interviewer agent of work","An agent who is responsible for creating a work by acting as an interviewer, reporter, pollster, or some other kind of agent who gathers information.",rdaw:P10057,property,interviewerAgentOfWork,rdac:C10001,,rdau:P60430,rdaw:P10065,,,,Published,18.5,2,
15361,"has artist agent",rdaw:artistAgent.en,"Relates a work to an agent who is responsible for creating an original graphic design, drawing, painting, etc.",,artist,,"artist agent","An agent who is responsible for creating an original graphic design, drawing, painting, etc.",rdaw:P10058,property,artistAgent,rdac:C10001,,rdau:P60431,rdaw:P10065,,,,Published,18.5,2,
15362,"has interviewee agent of work",rdaw:intervieweeAgentOfWork.en,"Relates a work to an agent who is responsible for creating a work by responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",,"interviewee of work",,"interviewee agent of work","An agent who is responsible for creating a work by responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",rdaw:P10059,property,intervieweeAgentOfWork,rdac:C10001,,rdau:P60432,rdaw:P10065,,,,Published,18.5,2,
15363,"has choreographer agent",rdaw:choreographerAgent.en,"Relates a work to an agent who is responsible for a choreographic work.",,"choreographer of work",,"choreographer agent","An agent who is responsible for a choreographic work.",rdaw:P10060,property,choreographerAgent,rdac:C10001,,rdau:P60433,rdaw:P10065,,,,Published,18.5,2,
15364,"has author agent",rdaw:authorAgent.en,"Relates a work to an agent who is responsible for a textual work.","Creation of a new work by paraphrasing, rewriting, or adapting works by another creator, if the modification has substantially changed the nature and content of the original or changed the medium of expression, is included.",author,,"author agent","An agent who is responsible for a textual work.",rdaw:P10061,property,authorAgent,rdac:C10001,,rdau:P60434,rdaw:P10065,,,,Published,18.5,2,
15365,"has architect agent",rdaw:architectAgent.en,"Relates a work to an agent who is responsible for an architectural design, including a pictorial representation intended to show how a building or other structure will look when completed.",,architect,,"architect agent","An agent who is responsible for an architectural design, including a pictorial representation intended to show how a building or other structure will look when completed.",rdaw:P10062,property,architectAgent,rdac:C10001,,rdau:P60435,rdaw:P10065,,,,Published,18.5,2,
15366,"has filmmaker agent",rdaw:filmmakerAgent.en,"Relates a work to an agent who is responsible for creating an independent or personal film.","A filmmaker is individually responsible for the conception and execution of all aspects of the film.",filmmaker,,"filmmaker agent","An agent who is responsible for creating an independent or personal film.",rdaw:P10063,property,filmmakerAgent,rdac:C10001,,rdau:P60436,rdaw:P10065,,,,Published,18.5,2,
15367,"has producer agent",rdaw:producerAgent.en,"Relates a work to an agent responsible for most of the business aspects of a production for screen, sound recording, television, webcast, etc.","A producer is generally responsible for fundraising, managing the production, hiring key personnel, arranging for distributors, etc.",producer,,"producer agent","An agent who is responsible for most of the business aspects of a production for screen, sound recording, television, webcast, etc.",rdaw:P10064,property,producerAgent,rdac:C10001,,rdau:P60441,rdaw:P10065,,,,Published,18.5,2,
15368,"has creator agent of work",rdaw:creatorAgentOfWork.en,"Relates a work to an agent who is responsible for a work.","A creator of work includes an agent who is jointly responsible for the creation of a work either by performing the same role as another agent, such as in a collaboration between two writers, or by performing a different role, such as in a collaboration between a composer and a lyricist.","creator of work",,"creator agent of work","An agent who is responsible for a work.",rdaw:P10065,property,creatorAgentOfWork,rdac:C10001,,rdau:P60447,rdaw:P10311,,,,Published,19.2,3,
15369,"has director agent",rdaw:directorAgent.en,"Relates a work to an agent who is responsible for the general management and supervision of a filmed performance, a radio or television program, etc.",,director,,"director agent","An agent who is responsible for the general management and supervision of a filmed performance, a radio or television program, etc.",rdaw:P10066,property,directorAgent,rdac:C10001,,rdau:P60449,rdaw:P10065,,,,Published,18.5,2,
15370,"has sponsoring agent of work",rdaw:sponsoringAgentOfWork.en,"Relates a work to an agent who sponsors some aspect of a work.","Includes funding research and sponsoring an event that is the basis of a work.","sponsoring body",,"sponsoring agent of work","An agent who sponsors some aspect of a work,.",rdaw:P10067,property,sponsoringAgentOfWork,rdac:C10001,,rdau:P60451,rdaw:P10065,,,,Published,18.5,2,
15371,"has director agent of photography",rdaw:directorAgentOfPhotography.en,"Relates a work to an agent who captures images, either electronically or on film or video stock, and often selects and arranges the lighting.","A director of photography for a movie is also called a chief cinematographer.","director of photography",,"director agent of photography","An agent who captures images, either electronically or on film or video stock, and often selects and arranges the lighting.",rdaw:P10068,property,directorAgentOfPhotography,rdac:C10001,,rdau:P60452,rdaw:P10065,,,,Published,18.5,2,
15372,"has dedicatee agent of work",rdaw:dedicateeAgentOfWork.en,"Relates a work to an agent to whom a work is dedicated.",,"dedicatee of work",,"dedicatee agent of work","An agent to whom a work is dedicated.",rdaw:P10069,property,dedicateeAgentOfWork,rdac:C10001,,rdau:P60455,rdaw:P10311,,,,Published,18.5,2,
15373,"has addressee agent",rdaw:addresseeAgent.en,"Relates a work to an agent to whom a work or a portion of a work is addressed.",,addressee,,"addressee agent","An agent to whom a work or a portion of a work is addressed.",rdaw:P10070,property,addresseeAgent,rdac:C10001,,rdau:P60456,rdaw:P10311,,,,Published,18.5,2,
15374,"has consultant agent",rdaw:consultantAgent.en,"Relates a work to an agent who provides consultation services, and often makes recommendations, for a related agent who is represented as a creator of a work.",,consultant,,"consultant agent","An agent who provides consultation services, and often makes recommendations, for a related agent who is represented as a creator of a work.",rdaw:P10071,property,consultantAgent,rdac:C10001,,rdau:P60465,rdaw:P10065,,,,Published,18.5,2,
15375,"has manifestation of work",rdaw:manifestationOfWork.en,"Relates a work to a physical embodiment of a work.",,,,"manifestation of work","A physical embodiment of a work.",rdaw:P10072,property,manifestationOfWork,rdac:C10001,,,rdaw:P10309,,,,Published,17.7,3,
15376,"has film producer agent",rdaw:filmProducerAgent.en,"Relates a work to an agent who is a producer who is responsible for most of the business aspects of a film.",,"film producer",,"film producer agent","An agent who is a producer who is responsible for most of the business aspects of a film.",rdaw:P10073,property,filmProducerAgent,rdac:C10001,,rdau:P60169,rdaw:P10064,,,,Published,18.5,2,
15377,"has radio producer agent",rdaw:radioProducerAgent.en,"Relates a work to an agent who is a producer who is responsible for most of the business aspects of a radio program.",,"radio producer",,"radio producer agent","An agent who is a producer who is responsible for most of the business aspects of a radio program.",rdaw:P10074,property,radioProducerAgent,rdac:C10001,,rdau:P60170,rdaw:P10064,,,,Published,18.5,2,
15378,"has television producer agent",rdaw:televisionProducerAgent.en,"Relates a work to an agent who is a producer who is responsible for most of the business aspects of a television program.",,"television producer",,"television producer agent","An agent who is a producer who is responsible for most of the business aspects of a television program.",rdaw:P10075,property,televisionProducerAgent,rdac:C10001,,rdau:P60171,rdaw:P10064,,,,Published,18.5,2,
15379,"is adapted as radio program work",rdaw:adaptedAsRadioProgramWork.en,"Relates a work to a radio program based on a source work.",,,,"adapted as radio program work","A radio program based on a source work.",rdaw:P10076,property,adaptedAsRadioProgramWork,rdac:C10001,,rdau:P60174,rdaw:P10155,,,,Published,24.5,2,
15380,"has academic degree",rdaw:academicDegree.en,"Relates a work to a rank conferred as a guarantee of academic proficiency.",,,,"academic degree","A rank conferred as a guarantee of academic proficiency.",rdaw:P10077,property,academicDegree,rdac:C10001,,rdau:P60175,,,,,Published,7.9.2,2,
15381,"has expression of work",rdaw:expressionOfWork.en,"Relates a work to a realization of a work in the form of alpha-numeric, musical or choreographic notation, sound, image, object, movement, etc., or any combination of such forms.",,,,"expression of work","A realization of a work in the form of alpha-numeric, musical or choreographic notation, sound, image, object, movement, etc., or any combination of such forms.",rdaw:P10078,property,expressionOfWork,rdac:C10001,,,rdaw:P10308,,,,Published,17.5,3,
15382,"has numeric designation of musical work",rdaw:numericDesignationOfMusicalWork.en,"Relates a work to a serial number, opus number, or thematic index number assigned to a musical work by a composer, publisher, or musicologist.","A designation includes a caption (e.g., no., op., BWV) and may include dates or other timespans, and alphanumeric or other characters.",,,"numeric designation of musical work","A serial number, opus number, or thematic index number assigned to a musical work by a composer, publisher, or musicologist.",rdaw:P10079,property,numericDesignationOfMusicalWork,rdac:C10001,,rdau:P60315,rdaw:P10002,,,,Published,6.16,3,
15383,"has subseries",rdaw:subseries.en,"Relates a work to a work that is a successive aggregating work that is inspired by the overall editorial policy, scope, and style of another successive aggregating work.",,,,subseries,"A work that is a successive aggregating work that is inspired by the overall editorial policy, scope, and style of another successive aggregating work.",rdaw:P10080,property,subseries,rdac:C10001,,rdau:P60316,rdaw:P10291,,,,Published,24.5,2,
15384,"has longitude and latitude",rdaw:longitudeAndLatitude.en,"Relates a work to a place that identifies the area covered by the cartographic content of a work using longitude of the westernmost and easternmost boundaries and latitude of the northernmost and southernmost boundaries.",,,,"longitude and latitude","A place that identifies the area covered by the cartographic content of a work using longitude of the westernmost and easternmost boundaries and latitude of the northernmost and southernmost boundaries.",rdaw:P10081,property,longitudeAndLatitude,rdac:C10001,,rdau:P60345,rdaw:P10024,,,,Published,7.4.2,3,
15385,"has right ascension and declination",rdaw:rightAscensionAndDeclination.en,"Relates a work to a system for identifying the location of a celestial object in the sky covered by the cartographic content of a work using the angles of right ascension and declination.",,,,"right ascension and declination","A system for identifying the location of a celestial object in the sky covered by the cartographic content of a work using the angles of right ascension and declination.",rdaw:P10082,property,rightAscensionAndDeclination,rdac:C10001,,rdau:P60346,rdaw:P10024,,,,Published,7.4.4,3,
15386,"has strings of coordinate pairs",rdaw:stringsOfCoordinatePairs.en,"Relates a work to a system for identifying the precise area covered by the cartographic content of a work using coordinates for each vertex of a polygon.",,,,"strings of coordinate pairs","A system for identifying the precise area covered by the cartographic content of a work using coordinates for each vertex of a polygon.",rdaw:P10083,property,stringsOfCoordinatePairs,rdac:C10001,,rdau:P60347,rdaw:P10024,,,,Published,7.4.3,3,
15387,"has system of organization",rdaw:systemOfOrganization.en,"Relates a work to a system of arranging materials in an archival resource or a collection.",,,,"system of organization","A system of arranging materials in an archival resource or a collection.",rdaw:P10084,property,systemOfOrganization,rdac:C10001,,rdau:P60348,,,,,Published,7.8,6,
15388,"is adapted as television program work",rdaw:adaptedAsTelevisionProgramWork.en,"Relates a work to a television program based on a source work.",,,,"adapted as television program work","A television program based on a source work.",rdaw:P10085,property,adaptedAsTelevisionProgramWork,rdac:C10001,,rdau:P60354,rdaw:P10155,,,,Published,24.5,2,
15389,"has variant title of work",rdaw:variantTitleOfWork.en,"Relates a work to a title of work that is not selected for preference in a specific application or context.","A variant title of work includes a title or form of title appearing on a manifestation of the work or found in reference sources, a title resulting from a different transliteration of a title, etc.",,,"variant title of work","A title of work that is not selected for preference in a specific application or context.",rdaw:P10086,property,variantTitleOfWork,rdac:C10001,,rdau:P60355,rdaw:P10088,rdax:P00023,,,Published,6.2.3,3,
